filename,structure,parent,is_parent,strain,verdict,ops,n_ops,nsym,spacegroup,parent_verdict,verdict_same_as_parent,msg_type,bns,uni,sse_eV,gamma_avg_meV,m1_muB,m2_muB,m1_abs_muB,m_asymmetry_muB,antiparallel,m_total_abs_muB
POSCAR_Cl6Ti2_1_st975,Cl6Ti2_1_st975,Cl6Ti2_1,False,st975,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.0986,0.498,0.883,-0.883,0.883,0.0,True,0.0
POSCAR_Cl6Ti2_1_z025,Cl6Ti2_1_z025,Cl6Ti2_1,False,z025,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.067208,0.53,0.909,-0.909,0.909,0.0,True,0.0
POSCAR_Cl6Ti2_1_z050,Cl6Ti2_1_z050,Cl6Ti2_1,False,z050,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.063883,0.55,0.915,-0.915,0.915,0.0,True,0.0
POSCAR_Cl6Ti2_1_z950,Cl6Ti2_1_z950,Cl6Ti2_1,False,z950,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.124972,0.452,0.889,-0.889,0.889,0.0,True,0.0
POSCAR_Cl6Ti2_1_z975,Cl6Ti2_1_z975,Cl6Ti2_1,False,z975,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.100166,0.454,0.896,-0.896,0.896,0.0,True,0.0
POSCAR_Cl6Zr2_1,Cl6Zr2_1,Cl6Zr2_1,True,none,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.212412,0.436,0.693,-0.693,0.693,0.0,True,0.0
POSCAR_Cl6Zr2_1_st025,Cl6Zr2_1_st025,Cl6Zr2_1,False,st025,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.157286,0.332,0.724,-0.724,0.724,0.0,True,0.0
POSCAR_Cl6Zr2_1_st050,Cl6Zr2_1_st050,Cl6Zr2_1,False,st050,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.116923,0.296,0.748,-0.748,0.748,0.0,True,0.0
POSCAR_Cl6Zr2_1_st975,Cl6Zr2_1_st975,Cl6Zr2_1,False,st975,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.2861,1.156,0.115,-0.112,0.115,0.0030000000000000027,True,0.003
POSCAR_Cl6Zr2_1_z025,Cl6Zr2_1_z025,Cl6Zr2_1,False,z025,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.196574,0.328,0.709,-0.709,0.709,0.0,True,0.0
POSCAR_Cl6Zr2_1_z050,Cl6Zr2_1_z050,Cl6Zr2_1,False,z050,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.177064,0.256,0.723,-0.723,0.723,0.0,True,0.0
POSCAR_Cl6Zr2_1_z950,Cl6Zr2_1_z950,Cl6Zr2_1,False,z950,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.256554,3.878,0.054,-0.056,0.054,0.0020000000000000018,True,0.003
POSCAR_Cl6Zr2_1_z975,Cl6Zr2_1_z975,Cl6Zr2_1,False,z975,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,9.39,46,0.542894,0.494,-0.03,0.03,0.03,0.0,True,0.0
POSCAR_Co2F4_1,Co2F4_1,Co2F4_1,True,none,ALTERMAGNET,mirror/rotoinv|rotation,8,16,P4_2/mnm,ALTERMAGNET,True,3,136.498,1158,0.494358,0.511,2.77,-2.77,2.77,0.0,True,0.0
POSCAR_Co2F4_1_st025,Co2F4_1_st025,Co2F4_1,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,8,16,P4_2/mnm,ALTERMAGNET,True,3,136.498,1158,0.346171,0.491,2.776,-2.776,2.776,0.0,True,0.0
POSCAR_Co2F4_1_st050,Co2F4_1_st050,Co2F4_1,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,8,16,P4_2/mnm,ALTERMAGNET,True,3,136.498,1158,0.335497,0.483,2.786,-2.786,2.786,0.0,True,0.0
POSCAR_Co2F4_1_st950,Co2F4_1_st950,Co2F4_1,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,8,16,P4_2/mnm,ALTERMAGNET,True,3,136.498,1158,0.50499,0.476,2.736,-2.736,2.736,0.0,True,0.0
POSCAR_Co2F4_1_st975,Co2F4_1_st975,Co2F4_1,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,8,16,P4_2/mnm,ALTERMAGNET,True,3,136.498,1158,0.566609,5.336,2.755,-2.755,2.755,0.0,True,0.0
POSCAR_Co2F4_1_x025,Co2F4_1_x025,Co2F4_1,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,8,16,P4_2/mnm,ALTERMAGNET,True,3,136.498,1158,0.477174,0.506,2.775,-2.775,2.775,0.0,True,0.0
POSCAR_Co2F4_1_x050,Co2F4_1_x050,Co2F4_1,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,8,16,P4_2/mnm,ALTERMAGNET,True,3,136.498,1158,0.46945,0.486,2.78,-2.78,2.78,0.0,True,0.0
POSCAR_Co2F4_1_x950,Co2F4_1_x950,Co2F4_1,False,x950,ALTERMAGNET,mirror/rotoinv|rotation,8,16,P4_2/mnm,ALTERMAGNET,True,3,136.498,1158,0.31185,0.477,2.748,-2.748,2.748,0.0,True,0.0
POSCAR_Co2F4_1_x975,Co2F4_1_x975,Co2F4_1,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,8,16,P4_2/mnm,ALTERMAGNET,True,3,136.498,1158,0.337486,0.473,2.756,-2.756,2.756,0.0,True,0.0
POSCAR_Co2F4_1_y025,Co2F4_1_y025,Co2F4_1,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,136.498,1158,0.341145,0.508,2.767,-2.767,2.767,0.0,True,0.0
POSCAR_Co2F4_1_y050,Co2F4_1_y050,Co2F4_1,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,136.498,1158,0.321763,0.555,2.77,-2.77,2.77,0.0,True,0.0
POSCAR_Co2F4_1_y950,Co2F4_1_y950,Co2F4_1,False,y950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,136.498,1158,0.479961,0.326,2.761,-2.761,2.761,0.0,True,0.0
POSCAR_Co2F4_1_y975,Co2F4_1_y975,Co2F4_1,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,136.498,1158,0.507519,0.446,2.766,-2.766,2.766,0.0,True,0.0
POSCAR_Co2F4_1_z025,Co2F4_1_z025,Co2F4_1,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,136.498,1158,0.340785,0.428,2.767,-2.767,2.767,0.0,True,0.0
POSCAR_Co2F4_1_z050,Co2F4_1_z050,Co2F4_1,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,136.498,1158,0.321023,0.374,2.77,-2.77,2.77,0.0,True,0.0
POSCAR_Co2F4_1_z950,Co2F4_1_z950,Co2F4_1,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,136.498,1158,0.485982,0.572,2.761,-2.761,2.761,0.0,True,0.0
POSCAR_Co2F6_1,Co2F6_1,Co2F6_1,True,none,ALTERMAGNET,mirror/rotoinv|rotation,2,4,C2/c,ALTERMAGNET,True,3,15.89,96,0.252775,3.655,3.187,-3.187,3.187,0.0,True,0.0
POSCAR_Co2F6_1_st025,Co2F6_1_st025,Co2F6_1,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,C2/c,ALTERMAGNET,True,3,15.89,96,0.232087,3.952,3.189,-3.189,3.189,0.0,True,0.0
POSCAR_Co2F6_1_st050,Co2F6_1_st050,Co2F6_1,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,C2/c,ALTERMAGNET,True,3,15.89,96,0.254027,3.943,3.187,-3.187,3.187,0.0,True,0.0
POSCAR_Co2F6_1_st950,Co2F6_1_st950,Co2F6_1,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,C2/c,ALTERMAGNET,True,3,15.89,96,0.355064,3.517,3.164,-3.164,3.164,0.0,True,0.0
POSCAR_Co2F6_1_st975,Co2F6_1_st975,Co2F6_1,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,C2/c,ALTERMAGNET,True,3,15.89,96,0.329482,3.519,3.179,-3.179,3.179,0.0,True,0.0
POSCAR_Co2F6_1_z025,Co2F6_1_z025,Co2F6_1,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,C2/c,ALTERMAGNET,True,3,15.89,96,0.259898,4.441,3.188,-3.188,3.188,0.0,True,0.0
POSCAR_Co2F6_1_z050,Co2F6_1_z050,Co2F6_1,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,C2/c,ALTERMAGNET,True,3,15.89,96,0.268445,5.15,3.188,-3.188,3.188,0.0,True,0.0
POSCAR_Co2F6_1_z950,Co2F6_1_z950,Co2F6_1,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,C2/c,ALTERMAGNET,True,3,15.89,96,0.321827,2.475,3.181,-3.181,3.181,0.0,True,0.0
POSCAR_Co2F6_1_z975,Co2F6_1_z975,Co2F6_1,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,C2/c,ALTERMAGNET,True,3,15.89,96,0.283201,2.961,3.185,-3.185,3.185,0.0,True,0.0
POSCAR_Co2Ge2_1,Co2Ge2_1,Co2Ge2_1,True,none,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.424488,0.699,1.147,-1.148,1.147,0.0009999999999998899,True,0.001
POSCAR_Co2Ge2_1_st025,Co2Ge2_1_st025,Co2Ge2_1,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.448111,0.777,1.267,-1.268,1.267,0.001000000000000112,True,0.0
POSCAR_Co2Ge2_1_st975,Co2Ge2_1_st975,Co2Ge2_1,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.397261,0.72,1.04,-1.041,1.04,0.0009999999999998899,True,0.001
POSCAR_Co2Ge2_1_x025,Co2Ge2_1_x025,Co2Ge2_1,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.443204,0.691,1.194,-1.194,1.194,0.0,True,0.0
POSCAR_Co2Ge2_1_x050,Co2Ge2_1_x050,Co2Ge2_1,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,63.463,561,0.468445,0.711,1.263,-1.264,1.263,0.001000000000000112,True,0.001
POSCAR_Co2Ge2_1_x950,Co2Ge2_1_x950,Co2Ge2_1,False,x950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,63.463,561,0.432027,0.926,1.082,-1.081,1.082,0.001000000000000112,True,0.002
POSCAR_Co2Ge2_1_x975,Co2Ge2_1_x975,Co2Ge2_1,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.408616,0.922,1.114,-1.115,1.114,0.0009999999999998899,True,0.0
POSCAR_Co2Ge2_1_y025,Co2Ge2_1_y025,Co2Ge2_1,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.449002,0.846,1.177,-1.178,1.177,0.0009999999999998899,True,0.0
POSCAR_Co2Ge2_1_y050,Co2Ge2_1_y050,Co2Ge2_1,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,63.463,561,0.477012,0.913,1.208,-1.207,1.208,0.0009999999999998899,True,0.001
POSCAR_Co2Ge2_1_y975,Co2Ge2_1_y975,Co2Ge2_1,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.404701,0.85,1.124,-1.124,1.124,0.0,True,0.0
POSCAR_Co2Ge2_1_z025,Co2Ge2_1_z025,Co2Ge2_1,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.405355,0.794,1.191,-1.192,1.191,0.0009999999999998899,True,0.001
POSCAR_Co2Ge2_1_z050,Co2Ge2_1_z050,Co2Ge2_1,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.380359,0.715,1.232,-1.233,1.232,0.001000000000000112,True,0.001
POSCAR_Co2Ge2_1_z950,Co2Ge2_1_z950,Co2Ge2_1,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.079842,0.987,0.109,-0.107,0.109,0.0020000000000000018,True,0.001
POSCAR_Co2Ge2_1_z975,Co2Ge2_1_z975,Co2Ge2_1,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,63.463,561,0.417956,0.671,1.102,-1.103,1.102,0.0009999999999998899,True,0.0
POSCAR_Co2N2_1,Co2N2_1,Co2N2_1,True,none,compensated_FiM_candidate,,0,2,Cm,compensated_FiM_candidate,True,1,8.32,39,0.801542,3.132,1.244,-1.248,1.244,0.0040000000000000036,True,0.003
POSCAR_Co2N2_1_st975,Co2N2_1_st975,Co2N2_1,False,st975,compensated_FiM_candidate,,0,2,Cm,compensated_FiM_candidate,True,1,8.32,39,0.676755,2.977,0.806,-0.804,0.806,0.0020000000000000018,True,0.003
POSCAR_Co2N2_1_x025,Co2N2_1_x025,Co2N2_1,False,x025,compensated_FiM_candidate,,0,2,Cm,compensated_FiM_candidate,True,1,8.32,39,0.80015,4.743,1.409,-1.41,1.409,0.0009999999999998899,True,0.0
POSCAR_Co2N2_1_x050,Co2N2_1_x050,Co2N2_1,False,x050,compensated_FiM_candidate,,0,1,P1,compensated_FiM_candidate,True,1,8.32,39,0.775497,7.404,1.555,-1.556,1.555,0.001000000000000112,True,0.001
POSCAR_Co2N2_1_x950,Co2N2_1_x950,Co2N2_1,False,x950,compensated_FiM_candidate,,0,2,Cm,compensated_FiM_candidate,True,1,8.32,39,0.705061,4.341,0.908,-0.908,0.908,0.0,True,0.0
POSCAR_Co2N2_1_y025,Co2N2_1_y025,Co2N2_1,False,y025,compensated_FiM_candidate,,0,2,Cm,compensated_FiM_candidate,True,1,8.32,39,0.811564,2.735,1.402,-1.405,1.402,0.0030000000000001137,True,0.003
POSCAR_Co2N2_1_y050,Co2N2_1_y050,Co2N2_1,False,y050,compensated_FiM_candidate,,0,2,Cm,compensated_FiM_candidate,True,1,8.32,39,0.766978,4.127,1.539,-1.539,1.539,0.0,True,0.0
POSCAR_Co2N2_1_y950,Co2N2_1_y950,Co2N2_1,False,y950,compensated_FiM_candidate,,0,1,P1,compensated_FiM_candidate,True,1,8.32,39,0.714822,6.907,0.912,-0.911,0.912,0.0010000000000000009,True,0.003
POSCAR_Co2N2_1_y975,Co2N2_1_y975,Co2N2_1,False,y975,compensated_FiM_candidate,,0,2,Cm,compensated_FiM_candidate,True,1,8.32,39,0.768119,5.201,1.076,-1.075,1.076,0.001000000000000112,True,0.002
POSCAR_Co2N2_1_z025,Co2N2_1_z025,Co2N2_1,False,z025,compensated_FiM_candidate,,0,2,Cm,compensated_FiM_candidate,True,1,8.32,39,0.714222,3.371,1.32,-1.322,1.32,0.0020000000000000018,True,0.002
POSCAR_Co2N2_1_z050,Co2N2_1_z050,Co2N2_1,False,z050,compensated_FiM_candidate,,0,2,Cm,compensated_FiM_candidate,True,1,8.32,39,0.585749,3.355,1.387,-1.387,1.387,0.0,True,0.001
POSCAR_Co2N6_1,Co2N6_1,Co2N6_1,True,none,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4,C2/c,conventional_AFM_inversion,True,3,15.88,95,0.016956,3.079,2.228,-2.224,2.228,0.0040000000000000036,True,0.004
POSCAR_Co2N6_1_st050,Co2N6_1_st050,Co2N6_1,False,st050,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4,C2/c,conventional_AFM_inversion,True,3,15.88,95,0.01304,0.684,2.352,-2.351,2.352,0.0009999999999998899,True,0.001
POSCAR_Co2N6_1_st975,Co2N6_1_st975,Co2N6_1,False,st975,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4,C2/c,conventional_AFM_inversion,True,3,15.88,95,0.022534,0.723,2.048,-2.05,2.048,0.0019999999999997797,True,0.003
POSCAR_Co2N6_1_x975,Co2N6_1_x975,Co2N6_1,False,x975,conventional_AFM_inversion,inversion,1,2,P-1,conventional_AFM_inversion,True,3,15.88,95,0.104351,4.659,2.218,-2.216,2.218,0.0019999999999997797,True,0.004
POSCAR_Co2N6_1_y025,Co2N6_1_y025,Co2N6_1,False,y025,conventional_AFM_inversion,inversion,1,2,P-1,conventional_AFM_inversion,True,3,15.88,95,0.011459,1.986,2.107,-2.108,2.107,0.0009999999999998899,True,0.001
POSCAR_Co2N6_1_y050,Co2N6_1_y050,Co2N6_1,False,y050,conventional_AFM_inversion,inversion,1,2,P-1,conventional_AFM_inversion,True,3,15.88,95,0.033065,3.285,2.254,-2.257,2.254,0.0030000000000001137,True,0.002
POSCAR_Co2N6_1_y950,Co2N6_1_y950,Co2N6_1,False,y950,conventional_AFM_inversion,inversion,1,2,P-1,conventional_AFM_inversion,True,3,15.88,95,0.024477,2.431,2.206,-2.204,2.206,0.0019999999999997797,True,0.003
POSCAR_Co2N6_1_y975,Co2N6_1_y975,Co2N6_1,False,y975,conventional_AFM_inversion,inversion,1,2,P-1,conventional_AFM_inversion,True,3,15.88,95,0.017137,2.248,2.217,-2.216,2.217,0.0009999999999998899,True,0.001
POSCAR_Co2N6_1_z025,Co2N6_1_z025,Co2N6_1,False,z025,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4,C2/c,conventional_AFM_inversion,True,3,15.88,95,0.005492,0.826,2.285,-2.285,2.285,0.0,True,0.001
POSCAR_Co2N6_1_z950,Co2N6_1_z950,Co2N6_1,False,z950,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4,C2/c,conventional_AFM_inversion,True,3,15.88,95,0.006442,0.849,2.003,-2.003,2.003,0.0,True,0.0
POSCAR_Co2O2_1,Co2O2_1,Co2O2_1,True,none,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.463,0.897,2.623,-2.623,2.623,0.0,True,0.0
POSCAR_Co2O2_1_st025,Co2O2_1_st025,Co2O2_1,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.431608,0.858,2.651,-2.651,2.651,0.0,True,0.0
POSCAR_Co2O2_1_st050,Co2O2_1_st050,Co2O2_1,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.400922,0.815,2.674,-2.674,2.674,0.0,True,0.0
POSCAR_Co2O2_1_st950,Co2O2_1_st950,Co2O2_1,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.32049,1.044,2.537,-2.537,2.537,0.0,True,0.0
POSCAR_Co2O2_1_st975,Co2O2_1_st975,Co2O2_1,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.427409,0.968,2.585,-2.585,2.585,0.0,True,0.0
POSCAR_Co2O2_1_x025,Co2O2_1_x025,Co2O2_1,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,Cmc2_1,ALTERMAGNET,True,3,186.206,1436,0.414121,0.85,2.631,-2.631,2.631,0.0,True,0.0
POSCAR_Co2O2_1_x050,Co2O2_1_x050,Co2O2_1,False,x050,ALTERMAGNET,rotation,1,2,P2_1,ALTERMAGNET,True,3,186.206,1436,0.408983,1.14,2.637,-2.637,2.637,0.0,True,0.0
POSCAR_Co2O2_1_x950,Co2O2_1_x950,Co2O2_1,False,x950,ALTERMAGNET,rotation,1,2,P2_1,ALTERMAGNET,True,3,186.206,1436,0.377742,1.144,2.601,-2.601,2.601,0.0,True,0.0
POSCAR_Co2O2_1_x975,Co2O2_1_x975,Co2O2_1,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,Cmc2_1,ALTERMAGNET,True,3,186.206,1436,0.413531,0.929,2.613,-2.613,2.613,0.0,True,0.0
POSCAR_Co2O2_1_y025,Co2O2_1_y025,Co2O2_1,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,Cmc2_1,ALTERMAGNET,True,3,186.206,1436,0.414639,0.854,2.631,-2.631,2.631,0.0,True,0.0
POSCAR_Co2O2_1_y050,Co2O2_1_y050,Co2O2_1,False,y050,ALTERMAGNET,rotation,1,2,P2_1,ALTERMAGNET,True,3,186.206,1436,0.408888,1.097,2.637,-2.637,2.637,0.0,True,0.0
POSCAR_Co2O2_1_y950,Co2O2_1_y950,Co2O2_1,False,y950,ALTERMAGNET,rotation,1,2,P2_1,ALTERMAGNET,True,3,186.206,1436,0.377421,1.193,2.601,-2.601,2.601,0.0,True,0.0
POSCAR_Co2O2_1_y975,Co2O2_1_y975,Co2O2_1,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,Cmc2_1,ALTERMAGNET,True,3,186.206,1436,0.412977,0.932,2.613,-2.613,2.613,0.0,True,0.0
POSCAR_Co2O2_1_z025,Co2O2_1_z025,Co2O2_1,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.430693,0.917,2.636,-2.636,2.636,0.0,True,0.0
POSCAR_Co2O2_1_z050,Co2O2_1_z050,Co2O2_1,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.452675,0.948,2.647,-2.647,2.647,0.0,True,0.0
POSCAR_Co2O2_1_z950,Co2O2_1_z950,Co2O2_1,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.373011,0.922,2.587,-2.587,2.587,0.0,True,0.0
POSCAR_Co2O2_1_z975,Co2O2_1_z975,Co2O2_1,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.382229,0.914,2.606,-2.606,2.606,0.0,True,0.0
POSCAR_Co2P2_4,Co2P2_4,Co2P2_4,True,none,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.153976,0.859,0.347,-0.347,0.347,0.0,True,0.0
POSCAR_Co2P2_4_st025,Co2P2_4_st025,Co2P2_4,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.296743,1.063,0.897,-0.898,0.897,0.0010000000000000009,True,0.001
POSCAR_Co2P2_4_st975,Co2P2_4_st975,Co2P2_4,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.060743,1.028,0.104,-0.1,0.104,0.00399999999999999,True,0.003
POSCAR_Co2P2_4_x025,Co2P2_4_x025,Co2P2_4,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,Cmc2_1,ALTERMAGNET,True,3,186.206,1436,0.182046,0.871,0.405,-0.405,0.405,0.0,True,0.0
POSCAR_Co2P2_4_x050,Co2P2_4_x050,Co2P2_4,False,x050,ALTERMAGNET,rotation,1,2,P2_1,ALTERMAGNET,True,3,186.206,1436,0.22938,0.683,0.5,-0.5,0.5,0.0,True,0.0
POSCAR_Co2P2_4_x975,Co2P2_4_x975,Co2P2_4,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,Cmc2_1,ALTERMAGNET,True,3,186.206,1436,0.178526,0.945,0.303,-0.303,0.303,0.0,True,0.0
POSCAR_Co2P2_4_y025,Co2P2_4_y025,Co2P2_4,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,Cmc2_1,ALTERMAGNET,True,3,186.206,1436,0.184049,0.899,0.405,-0.405,0.405,0.0,True,0.001
POSCAR_Co2P2_4_y050,Co2P2_4_y050,Co2P2_4,False,y050,ALTERMAGNET,rotation,1,2,P2_1,ALTERMAGNET,True,3,186.206,1436,0.230508,0.746,0.5,-0.5,0.5,0.0,True,0.0
POSCAR_Co2P2_4_y950,Co2P2_4_y950,Co2P2_4,False,y950,ALTERMAGNET,rotation,1,2,P2_1,ALTERMAGNET,True,3,186.206,1436,0.1811,0.925,0.245,-0.244,0.245,0.0010000000000000009,True,0.001
POSCAR_Co2P2_4_y975,Co2P2_4_y975,Co2P2_4,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,Cmc2_1,ALTERMAGNET,True,3,186.206,1436,0.176419,1.071,0.304,-0.303,0.304,0.0010000000000000009,True,0.0
POSCAR_Co2P2_4_z050,Co2P2_4_z050,Co2P2_4,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.281652,0.891,1.027,-1.03,1.027,0.0030000000000001137,True,0.002
POSCAR_Co2P2_4_z975,Co2P2_4_z975,Co2P2_4,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,6,12,P6_3mc,ALTERMAGNET,True,3,186.206,1436,0.151389,0.796,0.266,-0.265,0.266,0.0010000000000000009,True,0.0
POSCAR_Co2Pb2_4,Co2Pb2_4,Co2Pb2_4,True,none,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8,C2/m,conventional_AFM_translation,True,4,12.63,70,0.01135,2.344,1.987,-1.986,1.987,0.001000000000000112,True,0.0
POSCAR_Co2Pb2_4_st975,Co2Pb2_4_st975,Co2Pb2_4,False,st975,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8,C2/m,conventional_AFM_translation,True,4,12.63,70,0.019632,1.301,1.886,-1.885,1.886,0.0009999999999998899,True,0.001
POSCAR_Co2Pb2_4_x950,Co2Pb2_4_x950,Co2Pb2_4,False,x950,conventional_AFM_translation,inversion|translation,2,4,P-1,conventional_AFM_translation,True,4,12.63,70,0.019873,1.395,1.901,-1.9,1.901,0.001000000000000112,True,0.002
POSCAR_Co2Pb2_4_y950,Co2Pb2_4_y950,Co2Pb2_4,False,y950,conventional_AFM_translation,inversion|translation,2,4,P-1,conventional_AFM_translation,True,4,12.63,70,0.006202,1.044,1.89,-1.89,1.89,0.0,True,0.0
POSCAR_Co2Pb2_4_y975,Co2Pb2_4_y975,Co2Pb2_4,False,y975,conventional_AFM_translation,inversion|translation,2,4,P-1,conventional_AFM_translation,True,4,12.63,70,0.00553,1.016,1.92,-1.92,1.92,0.0,True,0.0
