filename,sg,verdict,ops,n_ops,nsym
Mn2Se4_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Se4_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Se4_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Se4_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Se4_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Se4_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Se4_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Se4_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Se4_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Se4_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Sn3_1,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Mn2Sn3_1_st025,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Mn2Sn3_1_st050,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Mn2Sn3_1_st950,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Mn2Sn3_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Sn3_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Sn3_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Sn3_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Sn3_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Sn3_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Sn3_1_z025,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Mn2Sn3_1_z050,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Mn2Sn3_1_z950,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Mn2Sn3_1_z975,P-3m1,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Mn2Te2_1,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mn2Te2_1_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mn2Te2_1_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mn2Te2_1_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mn2Te2_1_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mn2Te2_1_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te2_1_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te2_1_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te2_1_x975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te2_1_y025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te2_1_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te2_1_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te2_1_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mn2Te2_1_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mn2Te2_1_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mn2Te2_1_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mn2Te3_1,I4/mmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
Mn2Te3_1_st050,I4/mmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
Mn2Te3_1_x050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mn2Te3_1_x950,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mn2Te3_1_x975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mn2Te3_1_y050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mn2Te3_1_y950,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mn2Te3_1_y975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mn2Te3_1_z025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mn2Te3_1_z975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mn2Te4_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te4_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mn2Te8_1,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_st025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_st950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_st975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_x025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_x050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_x950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_y025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_y050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_y950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_y975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_z025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_z050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_z950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_1_z975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_2,C2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mn2Te8_2_st025,C2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mn2Te8_2_st050,C2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mn2Te8_2_st950,C2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mn2Te8_2_st975,C2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mn2Te8_2_x025,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Te8_2_x050,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Te8_2_x950,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Te8_2_x975,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Te8_2_y025,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Te8_2_y050,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Te8_2_y950,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Te8_2_y975,P-1,conventional_AFM_inversion,inversion,1,2
Mn2Te8_2_z025,C2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mn2Te8_2_z050,C2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mn2Te8_2_z950,C2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mn2Te8_2_z975,C2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mn2Te8_3,C2/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_3_st025,C2/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_3_st050,C2/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_3_st950,C2/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_3_st975,C2/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mn2Te8_3_x025,P-1,compensated_FiM_candidate,,0,2
Mn2Te8_3_y025,P-1,compensated_FiM_candidate,,0,2
Mn2Tl13_1,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_st025,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_st050,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_st975,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_x025,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_x975,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_y025,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_y050,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_y975,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_z025,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_z950,P1,compensated_FiM_candidate,,0,1
Mn2Tl13_1_z975,P1,compensated_FiM_candidate,,0,1
Mo2N2_2,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mo2N2_2_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mo2N2_2_x025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2N2_2_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2N2_2_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2N2_2_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2N2_2_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2N2_2_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2N2_2_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Mo2N2_4,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Mo2N2_4_st025,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Mo2N2_4_st050,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Mo2N2_4_st975,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Mo2N2_4_x025,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2N2_4_x050,P2_1,ALTERMAGNET,rotation,1,2
Mo2N2_4_x950,P2_1,ALTERMAGNET,rotation,1,2
Mo2N2_4_x975,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2N2_4_y025,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2N2_4_y050,P2_1,ALTERMAGNET,rotation,1,2
Mo2N2_4_y950,P2_1,ALTERMAGNET,rotation,1,2
Mo2N2_4_y975,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2N2_4_z025,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Mo2N2_4_z050,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Mo2N2_4_z950,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Mo2N2_4_z975,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Mo2O3_1,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2O3_1_st025,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2O3_1_st050,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2O3_1_st950,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2O3_1_st975,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2O3_1_x025,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2O3_1_x050,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2O3_1_x950,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2O3_1_x975,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2O4_2,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_st025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_st050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_st950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_st975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_x025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_x050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_x950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_x975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_y025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_y050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_y950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_y975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_z025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_z050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_z950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2O4_2_z975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2P4_4,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P4_4_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P8_1,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Mo2P8_1_st025,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Mo2P8_1_st050,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Mo2P8_1_st950,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Mo2P8_1_st975,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Mo2P8_1_x025,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Mo2P8_1_x050,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Mo2P8_1_x950,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Mo2P8_1_x975,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Mo2P8_1_y975,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2P8_1_z975,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2_st025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2_st050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2_st950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2_st975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Sb2_2_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Sb2_2_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Sb2_2_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Sb2_2_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Sb2_2_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Sb2_2_z025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2_z050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2_z950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Sb2_2_z975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Mo2Se2_1,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Mo2Se2_1_st025,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Mo2Se2_1_st050,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Mo2Se2_1_st950,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Mo2Se2_1_st975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Mo2Se2_1_z025,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Mo2Se2_1_z050,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Mo2Se2_1_z950,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Mo2Se2_1_z975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Mo2Sn4_1,I4/mcm,conventional_AFM_inversion,inversion|mirror/rotoinv,8,16
Mo2Sn4_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Mo2Sn4_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Mo2Sn4_1_y050,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mo2Sn4_1_y950,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Mo2Sn4_1_z025,P-1,conventional_AFM_inversion,inversion,1,2
Mo2Sn4_1_z050,P-1,conventional_AFM_inversion,inversion,1,2
Mo2Sn4_1_z975,P-1,conventional_AFM_inversion,inversion,1,2
Mo2Sn5_1,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mo2Sn5_1_st025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mo2Sn5_1_st050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mo2Sn5_1_st975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mo2Sn5_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Mo2Sn5_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Mo2Sn5_1_z050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Mo2Te2_1,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Te2_1_st025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Te2_1_st050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Te2_1_st950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Te2_1_st975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Te2_1_z025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Te2_1_z050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Te2_1_z950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Mo2Te2_1_z975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
N2V2_1,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
N2V2_1_st025,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
N2V2_1_st050,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
N2V2_1_st975,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
N2V2_1_z025,Cc,ALTERMAGNET,mirror/rotoinv,1,2
N2V2_1_z950,Cc,ALTERMAGNET,mirror/rotoinv,1,2
N2V2_1_z975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
N2V2_7,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
N2V2_7_st025,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
N2V2_7_st050,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
N2V2_7_st975,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
N2V2_7_x025,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
N2V2_7_x050,P2_1,ALTERMAGNET,rotation,1,2
N2V2_7_x950,P2_1,ALTERMAGNET,rotation,1,2
N2V2_7_x975,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
N2V2_7_y025,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
N2V2_7_y050,P2_1,ALTERMAGNET,rotation,1,2
N2V2_7_y950,P2_1,ALTERMAGNET,rotation,1,2
N2V2_7_y975,Cmc2_1,ALTERMAGNET,mirror/rotoinv|rotation,2,4
N2V2_7_z025,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
N2V2_7_z050,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
N2V2_7_z950,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
N2V2_7_z975,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
N4Nb2_4,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
N4Nb2_4_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
N4Nb2_4_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
N4Nb2_4_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
N4Nb2_4_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
N4Nb2_4_x025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
N4Nb2_4_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
N4Nb2_4_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
N4Nb2_4_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
N4Nb2_4_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
N4Nb2_4_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
N4Nb2_4_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
N4Nb2_4_y975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
N4Nb2_4_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
N4Nb2_4_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
N4Nb2_4_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
N4Nb2_4_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Se2_2,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Se2_2_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Se2_2_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Se2_2_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Se2_2_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Se2_2_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Nb2Se2_2_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Nb2Se2_2_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Nb2Se2_2_x975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Nb2Se2_2_y025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Nb2Se2_2_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Nb2Se2_2_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Nb2Se2_2_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Nb2Se2_2_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Se2_2_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Se2_2_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Se2_2_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Te2_4,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Te2_4_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Te2_4_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Te2_4_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Te2_4_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Nb2Te2_4_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Nb2Te2_4_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
