filename,parent,sse,avg_bond_length,max_bond_length,min_bond_length,std_bond_length,center_max_angle,center_min_angle,center_avg_angle,center_std_angle,nonmag_max_angle,nonmag_min_angle,nonmag_std_angle,labelled_1st,labelled_2nd,labelled_3rd,global_1st,global_2nd,global_3rd,avg_long_axis,avg_short_axis,avg_axis_ratio,avg_s,avg_delta,motif0_nonmag_count,magnetic_atomic_number,magnetic_electronegativity,nonmagnetic_atomic_number,nonmagnetic_electronegativity,hungarian_rotation_angle_deg,dimension,avg_motif_measure,unit_cell_volume,packing_fraction,characteristic_length_ratio,p_metric,p_metric_std,d_orb_e,p_orb_e_non,d_lone_pair,proxy_M_magnet,delta_chi,abs_delta_chi,delta_Z,abs_delta_Z,pd_ratio,ax_eq_gap,bond_range,bond_cv,center_angle_spread,nonmag_angle_spread,delta_chi_times_axeq,d_global_local_1st,d_global_local_2nd,d_global_local_3rd,gamma point average splitting,ion1 tot,tot_mag
POSCAR_Cr2O4_2_x025,Cr2O4_2,0.745481,1.9548417993704803,1.9898599768363323,1.8862084348346293,0.0483739778844763,179.98980867994118,78.99607869991485,107.9970170550691,36.439438950966576,93.05249907482754,39.48745237468962,16.880528096836663,3.5043662345656466,5.577688393431029,7.210902749455437,3.0695730028808965,3.5043662345656466,4.456698771026461,3.979179916205564,2.530397702478142,1.5725512026691653,0.0247454548191846,0.0001751076366751,6,24,1.66,8,3.44,179.99037059992654,3,9.76826791835841,60.97892368949549,0.1601908877253787,0.5430993329365235,0.7571689202047639,0.0319841600507288,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0350181774658517,0.103651542001703,0.0247457124941474,100.99372998002632,53.56504670013791,0.0623323558892161,-0.43479323168475,-2.0733221588653827,-2.7542039784289765,0.196,2.184,0.0
POSCAR_Cr2O4_2_x050,Cr2O4_2,0.670347,1.9741919055996064,2.018895827684643,1.8862084321618344,0.0620557174293704,179.98976907664525,77.64401360508205,107.99702618647424,36.55479706328927,93.88107075359466,38.81167652266418,17.025696346418247,3.52089658672762,5.670700095733306,7.2189384347093855,3.14444063711228,3.52089658672762,4.45669877102646,4.037249684346165,2.5303977131165043,1.595500066279285,0.0314332694240464,0.0001740021210543,6,24,1.66,8,3.44,179.99040926389824,3,10.006518355438496,62.46621451148362,0.1601908877253787,0.5430993329365235,0.7622877307479285,0.0233731493923974,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0447039220850367,0.1326873955228085,0.0314334618736372,102.3457554715632,55.06939423093048,0.0795729813113653,-0.3764559496153401,-2.149803509005686,-2.7622396636829256,0.188,2.238,0.0
POSCAR_Cr2O4_2_x950,Cr2O4_2,0.743934,1.897966204514888,1.9045139207910096,1.8862084431457533,0.0081759216733939,179.98994224707928,83.29681751912692,107.99699165797075,36.15981332228922,90.541963771019,41.63700552534032,16.570579095123378,3.4567337208826543,5.303136037696124,7.18791158766715,2.844970100187167,3.4567337208826543,4.456698771026461,3.80849296728175,2.5303976710338896,1.505096626952013,0.004306067989953,0.0001785280553984,6,24,1.66,8,3.44,62.76076902717307,3,9.053516607119317,56.51705122353838,0.1601908877253787,0.5430993329365235,0.7417834709908325,0.0586495253838036,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0065477162761218,0.0183054776452564,0.0043077254727821,96.69312472795237,48.904958245678685,0.0116549349714968,-0.6117636206954873,-1.8464023168134696,-2.731212816640689,0.264,2.047,0.0
POSCAR_Cr2O4_2_x975,Cr2O4_2,0.68139,1.9167202580060216,1.9326559919400403,1.8862084403265844,0.0214228430274826,179.98989496787982,81.82110722962273,107.99699972353996,36.24066762010116,91.38236859093077,40.89943025126381,16.651605590329552,3.472280277739897,5.393868179995252,7.19538872443789,2.9198377344185493,3.472280277739897,4.456698771026461,3.864775496683481,2.53039768143684,1.527339183833056,0.0111761977034243,0.000177371102149,6,24,1.66,8,3.44,62.70812191328551,3,9.291767044199402,58.0043420455265,0.1601908877253787,0.5430993329365235,0.7469130592639663,0.049623149163162,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0159357339340187,0.0464475516134559,0.0111768171495989,98.1687877382571,50.482938339666944,0.0283656064025532,-0.5524425433213476,-1.921587902255355,-2.738689953411429,0.222,2.089,0.0
POSCAR_Cr2O4_2_y025,Cr2O4_2,0.724233,1.9504661809251809,1.9714262987775155,1.909924933876341,0.0285133193816734,179.98986725245754,81.09554128111542,107.99701044288744,36.29261590478717,91.80482284432468,40.53689747282078,16.707424831770993,3.524004589415737,5.508248314182548,7.220477446535932,2.9947053686495138,3.524004589415737,4.456698771026461,3.942312080348525,2.5622573428961863,1.5386089628482096,0.0146182540722073,0.0001759646316822,6,24,1.66,8,3.44,179.99030525989556,3,9.768267918251428,60.97892368882765,0.1601908877253787,0.5430993329365235,0.7423940609218354,0.0396992856867844,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0209601178523344,0.0615013649011739,0.014618712716893,98.89432597134213,51.26792537150389,0.0373090097771552,-0.529299220766223,-1.9842437247668108,-2.763778675509471,0.152,2.167,0.0
POSCAR_Cr2O4_2_y050,Cr2O4_2,0.697255,1.9654779439113728,1.9819425057198536,1.9339253407506911,0.022160109979476,179.98988510008422,81.8040203704152,107.99701317938916,36.26666461563205,91.39498513615956,40.89111678494443,16.67737650813431,3.560360970208668,5.531564796964541,7.238289196697083,2.9947053686495138,3.560360970208668,4.456698771026461,3.963342138665801,2.594497847562553,1.5275950889782075,0.0112740645737136,0.0001756994850311,6,24,1.66,8,3.44,179.9902807814586,3,10.006518355438333,62.46621451148257,0.1601908877253788,0.5430993329365235,0.7328213601574063,0.0386589331526749,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0164645618084806,0.0480171649691627,0.0112746616025184,98.18586472966902,50.50386835121513,0.0293069200190955,-0.5656556015591541,-1.9712038267558727,-2.781590425670622,0.143,2.204,0.0
POSCAR_Cr2O4_2_y950,Cr2O4_2,0.641504,1.9068179434771688,1.9410845113749888,1.8396709666808424,0.0473215358662694,179.98982067855655,78.977829607958,107.99700533660224,36.466081878196434,93.06302080564468,39.47811201028172,16.90857696740259,3.4180606226387305,5.441123689460511,6.894825585332016,2.9947053686495138,3.4180606226387305,4.2345984616432855,3.881635286510648,2.467879775912552,1.5728624058680274,0.0248167408034603,0.0001767653441756,6,24,1.66,8,3.44,179.990417881816,3,9.053516607332542,56.51705122486945,0.1601908877253787,0.5430993329365235,0.7434660939004878,0.0211654169687149,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.03426656789782,0.1014135446941462,0.0248170053209019,101.01199107059855,53.58490879536295,0.0609944908581196,-0.4233552539892167,-2.0230630668217806,-2.6602271236887303,0.137,2.077,0.0
POSCAR_Cr2O4_2_y975,Cr2O4_2,0.673865,1.921130389810099,1.95099414240424,1.8627866958163903,0.0410980184978904,179.98983501509505,79.68189977143783,107.99700650507782,36.39206095438894,92.6388032335611,39.83012205251421,16.822125236521238,3.452839116807792,5.463021914764615,7.049093854298086,2.994705368649514,3.452839116807792,4.346035263236487,3.901452336455505,2.498933461494338,1.5612470003401284,0.0213923024981577,0.0001764977515029,6,24,1.66,8,3.44,179.99037343649556,3,9.291767044305647,58.00434204618973,0.1601908877253788,0.5430993329365235,0.7480313527689915,0.0312875164341252,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0298637525941407,0.0882074465878495,0.0213926120388636,100.30793524365724,52.80868118104689,0.0531574796175705,-0.4581337481582777,-2.0101827979568228,-2.7030585910615983,0.17,2.104,0.0
POSCAR_Cr2O4_2_z025,Cr2O4_2,0.724086,1.950458177569748,1.971416472026116,1.9099382253997488,0.0284930036582405,179.9898779840919,81.09401920793304,107.99699799712856,36.29236426119027,91.80363452034146,40.53591314918494,16.707140816423966,3.5239940584248504,5.5082383832793385,7.221355465824444,2.994705368649514,3.5239940584248504,4.457472064829484,3.942285264892961,2.5621884507457287,1.538639867926801,0.0146078844847978,0.0001776199921623,6,24,1.66,8,3.44,62.65416877113117,3,9.76826791830431,60.97892368915776,0.1601908877253787,0.5430993329365235,0.7429553674390594,0.0401940763723991,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0209582944563679,0.0614782466263668,0.014608356835103,98.89585877615885,51.26772137115652,0.037305764132335,-0.5292886897753362,-1.984244324854488,-2.76388340099496,0.161,2.167,0.0
POSCAR_Cr2O4_2_z050,Cr2O4_2,0.698544,1.965461725808104,1.9819224945073064,1.9339519179439937,0.0221193604373964,179.98990632653997,81.80100908798576,107.9969886345974,36.26614248253114,91.39261893700842,40.889163731561965,16.676820145815935,3.5603381819591005,5.531544768990564,7.239160689029352,2.994705368649514,3.5603381819591005,4.457472064829484,3.96328769237934,2.5943600936725604,1.5276552155027543,0.0112533889654319,0.0001789904166101,6,24,1.66,8,3.44,62.66409438232098,3,10.00651835533119,62.46621451081374,0.1601908877253787,0.5430993329365235,0.7333924931952227,0.0391448180543016,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0164607686992019,0.0479705765633124,0.011254021837683,98.1888972385542,50.50345520544646,0.0293001682845795,-0.5656328133095863,-1.9712065870314637,-2.781688624199868,0.157,2.204,0.0
POSCAR_Cr2O4_2_z950,Cr2O4_2,0.640991,1.9068332970328623,1.9411030570782148,1.839644390490494,0.0473617295323759,179.9897985290471,78.98096881090274,107.997031281091,36.46652609392408,93.06542918295116,39.48012527359177,16.909174099497932,3.4180833820910945,5.441143034049719,6.894000453394486,2.994705368649514,3.4180833820910945,4.233863832479918,3.881686386756732,2.468017525348965,1.5727953217346666,0.024837635643171,0.0001733985486942,6,24,1.66,8,3.44,179.9903316759053,3,9.053516607224562,56.51705122419538,0.1601908877253787,0.5430993329365235,0.7429237270016785,0.0206882453797471,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0342697600453525,0.1014586665877208,0.0248378842388525,101.00882971814436,53.5853039093594,0.0610001728807275,-0.4233780134415803,-2.0230596519586244,-2.660136620914568,0.13,2.077,0.0
POSCAR_Cr2O4_2_z975,Cr2O4_2,0.673633,1.9211381769826223,1.95100360279628,1.8627734043931885,0.0411181935827752,179.989824052346,79.68345386504575,107.99701930085725,36.392293080452205,92.64000210516971,39.831121447843145,16.822419482776098,3.452849693018631,5.463031674819088,7.048239014252682,2.9947053686495138,3.452849693018631,4.345281301753189,3.901478315452148,2.499002353346277,1.5612143552105748,0.0214027266812208,0.0001748233976163,6,24,1.66,8,3.44,179.9903341245838,3,9.291767044251444,58.00434204585137,0.1601908877253787,0.5430993329365235,0.7474843856768368,0.0307969738953288,5,4,5,3.87,-1.78,1.78,16,16,0.799999840000032,0.0298654258136576,0.0882301984030915,0.0214030269516216,100.30637018730025,52.80888065732657,0.0531604579483107,-0.4581443243691172,-2.0101819818004567,-2.7029577124994937,0.171,2.105,0.0
POSCAR_Cr2P18_1,Cr2P18_1,0.010693,2.5495058562009074,2.620679360442285,2.4966335708221696,0.0441582736184519,177.08722869281388,65.54314358484515,102.02730011378615,34.77604528229439,92.71608890148512,32.956387518632226,20.367532715722533,4.985731394479874,5.646563958092899,5.809655113260376,4.985731394479874,5.646563958092899,5.809655113260376,5.197844984099455,2.8284383607842587,1.8377102629469535,0.0216438240388542,0.0447252870104337,8,24,1.66,15,2.19,179.96589187004227,3,25.59468556952208,305.3916793667252,0.0838093743175859,0.4376203738521164,0.0003808465824971,0.0008576499706948,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0711735042413774,0.1240457896201152,0.0173203196183019,111.54408510796873,59.759701382852896,0.03772195724793,0.0,0.0,0.0,1.857,3.497,0.001
POSCAR_Cr2P18_1_x025,Cr2P18_1,0.009612,2.570597835015188,2.62028221439658,2.500741390257095,0.0355124091824993,177.0770370827361,65.5500692054419,102.0348693237147,34.79357810986748,92.67280220616549,32.95945594800445,20.360000611235478,5.028333138046768,5.676692544109219,5.818506952502729,5.028333138046768,5.676692544109219,5.818506952502729,5.197444102165242,2.8284443305250253,1.8375646465351527,0.0188339110223601,0.0443309876322547,8,24,1.66,15,2.19,179.96791282194286,3,26.234552708635974,313.0264713494118,0.083809374317586,0.4376203738521164,0.0003777516925175,0.00086026765882,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0496843793813921,0.1195408241394848,0.0138148390556978,111.5269678772942,59.71334625816103,0.0263327210721378,0.0,0.0,0.0,1.952,3.578,0.002
POSCAR_Cr2P18_1_x050,Cr2P18_1,0.009259,2.5919130059419704,2.632644722751818,2.50086088027923,0.038449167813627,177.066488563251,65.55699722786224,102.04226413898208,34.82058955811645,93.17606292789849,32.96252849371544,20.372773689740026,5.072303782671531,5.707080640479279,5.827755251074906,5.072303782671531,5.707080640479279,5.827755251074906,5.224562168091692,2.828450859597072,1.8471489382898003,0.0194892994862731,0.043940608474374,8,24,1.66,15,2.19,179.99082054611492,3,26.874419847995007,320.66126333502353,0.083809374317586,0.4376203738521164,0.0003747452573403,0.0008631044999825,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0407317168098475,0.1317838424725881,0.0148342760313352,111.50949133538876,60.213534434183046,0.0215878099092192,0.0,0.0,0.0,1.956,3.634,0.002
POSCAR_Cr2P18_1_x950,Cr2P18_1,0.009284,2.5080376762145646,2.621476296411312,2.412987301853893,0.0769702996164916,177.10652736190852,65.52929956228702,102.01164785868652,34.773429596788986,95.40468747967437,32.17712480797671,20.44735565308853,4.904776145898586,5.58710207387835,5.793148000815346,4.904776145898586,5.413329923464219,5.58710207387835,5.198648019255806,2.774214458152435,1.8739175884959849,0.0334880895426453,0.0455247710173302,8,24,1.66,15,2.19,179.9660101808726,3,24.314951291025345,290.1220953981428,0.083809374317586,0.4376203738521164,0.0003873095542994,0.000853100203699,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.1134386201967472,0.2084889945574186,0.0306894388617102,111.5772277996215,63.22756267169764,0.060122468704276,0.0,-0.1737721504141314,-0.206045926936996,1.708,3.341,0.001
POSCAR_Cr2P18_1_x975,Cr2P18_1,0.009234,2.52864845772072,2.621077387928419,2.454570319313624,0.0592854798769157,177.09705991614788,65.53622036918071,102.0195585860142,34.768977754009924,93.9185465780442,32.8255472860251,20.396340290337022,4.94453393518736,5.61669905851542,5.801201548202188,4.94453393518736,5.555785974106726,5.693187585425418,5.198246289854224,2.820970082135513,1.8427162994161048,0.0268958344912721,0.0451232948443986,8,24,1.66,15,2.19,179.9921997983639,3,24.954818430384385,297.7568873837545,0.083809374317586,0.4376203738521164,0.0003840319284845,0.0008552586686366,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0924289302076988,0.1665070686147949,0.0234455114748703,111.56083954696716,61.09299929201909,0.0489873330100803,0.0,-0.0609130844086935,-0.1080139627767691,1.63,3.415,0.001
POSCAR_Cr2P18_1_y025,Cr2P18_1,0.008596,2.5705308827661075,2.660154191269216,2.507010718844085,0.046302455954486,177.02401063262346,65.99526830300472,102.03063879670296,34.78037645847842,93.41846886911682,33.440971023707164,20.3696211121072,5.014457500093771,5.683824958525992,5.844582580167608,5.014457500093771,5.683824958525992,5.844582580167608,5.2099172313784194,2.87578519171549,1.8116528303474435,0.022177979978434,0.044519238112547,8,24,1.66,15,2.19,179.96583226429917,3,26.23455270871596,313.02647135036625,0.083809374317586,0.4376203738521164,0.0003798852599841,0.0008709059540114,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0896233085031084,0.153143472425131,0.0180127919303069,111.02874232961874,59.97749784540966,0.0475003535066474,0.0,0.0,0.0,1.952,3.553,0.002
POSCAR_Cr2P18_1_y050,Cr2P18_1,0.009382,2.5917372822920144,2.715870745927795,2.5175241759439557,0.0571246180493592,176.9604608140608,66.42724930409803,102.03386273977311,34.792872533833,94.72490490000658,33.19214112668113,20.391351132572492,5.043924352222399,5.721640512437575,5.880078307776799,5.043924352222399,5.698242024652937,5.81637387537997,5.323556462082734,2.885691493161483,1.844812654961468,0.0255417277620848,0.0443170379444323,8,24,1.66,15,2.19,179.9657929397715,3,26.87441984774136,320.66126333199696,0.083809374317586,0.4376203738521164,0.0003789835918612,0.000884597079006,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.1241334636357804,0.1983465699838396,0.0220410442056058,110.53321150996278,61.53276377332545,0.0657907357269636,0.0,-0.0233984877846378,-0.0637044323968289,1.988,3.593,0.002
POSCAR_Cr2P18_1_y950,Cr2P18_1,0.009256,2.5080210850541844,2.620550388439882,2.385584362546074,0.0657389712835613,177.21257870397127,64.5734003986243,102.02026262262068,34.793452821999026,94.3623569088818,31.6465523037075,20.42653223061502,4.930552877495429,5.573749939232987,5.741546275873073,4.930552877495429,5.573749939232987,5.698242024652937,5.197833597881005,2.734149180335799,1.9010809767130912,0.0293017753376366,0.0451489189727694,8,24,1.66,15,2.19,179.9677329440873,3,24.314951290813458,290.1220953956145,0.083809374317586,0.4376203738521164,0.0003829593183963,0.0008326763156997,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.1125293033856982,0.234966025893808,0.0262114802239235,112.63917830534696,62.71580460517429,0.05964053079442,0.0,0.0,-0.0433042512201362,1.58,3.321,0.003
POSCAR_Cr2P18_1_z025,Cr2P18_1,0.009201,2.5714131752371427,2.686529050957844,2.505440698791764,0.0638895476377989,177.158498545546,65.07467680061626,102.01630740365886,34.76579831211427,93.81274320273,32.31940356552225,20.405354052327286,5.040729485597938,5.721067045567549,5.912130732818398,5.040729485597938,5.698242024652937,5.912130732818398,5.328186677679627,2.851790752557849,1.8683671389668304,0.0281438857904662,0.0453250698239362,8,24,1.66,15,2.19,179.9660287350926,3,26.234552708312957,313.02647134555764,0.083809374317586,0.4376203738521164,0.0003849644748988,0.0008423235188663,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.1151158757207011,0.1810883521660797,0.0248460742936936,112.08382174492974,61.49333963720776,0.0610114141319716,0.0,-0.0228250209146123,0.0,1.398,3.524,0.0
POSCAR_Cr2P18_1_z050,Cr2P18_1,0.010014,2.593476934619364,2.752380397002205,2.510362986297979,0.0864740273385751,177.22636492504017,64.60843237533803,102.00544340164234,34.76029092727774,95.22689176272306,31.704025156377305,20.465665468534183,5.096924516658599,5.796186791346578,6.015624633993827,5.096924516658599,5.698242024652937,5.858566563325944,5.458528757531507,2.875538043321737,1.898265424879796,0.0359599676711921,0.0459160110390004,8,24,1.66,15,2.19,179.96618381947422,3,26.874419847554307,320.66126332976506,0.083809374317586,0.4376203738521164,0.0003890537980176,0.000827409041058,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.1589034623828409,0.2420174107042259,0.0333428814582402,112.61793254970216,63.52286660634575,0.0842188350629056,0.0,-0.097944766693641,-0.1570580706678832,1.616,3.554,0.002
POSCAR_Cr2P18_1_z950,Cr2P18_1,0.00882,2.5061689380491137,2.585500334232787,2.449952198908231,0.0389764435904313,176.9334007495059,66.48610235589521,102.04962167131202,34.810400844057426,94.87701073086308,33.16447730292045,20.365065010783454,4.8794870464652265,5.499507799318852,5.607981455432082,4.8794870464652265,5.499507799318852,5.607981455432082,5.068843668136811,2.782957870486092,1.821390222791107,0.0199669516116297,0.0434997309007571,8,24,1.66,15,2.19,179.96568104882735,3,24.31495129063459,290.12209539348027,0.083809374317586,0.4376203738521164,0.0003725292157899,0.0008894488757901,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0793313961836732,0.135548135324556,0.0155521950042908,110.44729839361068,61.712533427942624,0.0420456399773468,0.0,0.0,0.0,2.236,3.37,0.001
POSCAR_Cr2P4_2,Cr2P4_2,0.305865,2.5219114335472668,2.52771477554722,2.510574076702559,0.0079622750380171,179.98230199097867,68.35855207917817,107.99442388296283,37.72411600543724,90.39592646292373,34.17952116992076,17.816404386751962,4.40121517255295,5.958440637408978,8.909429839586052,2.839950725180369,4.40121517255295,5.47806661894032,5.055202529217516,2.839950725180369,1.7800317746345593,0.0031591699225099,0.0001806125989404,6,24,1.66,15,2.19,96.56912559381904,3,19.85320612828741,97.70726865951391,0.2031906776298394,0.5878970210370479,0.3711294033333606,0.0122898838552848,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.005803341999953,0.0171406988446607,0.0031572369175473,111.6237499118005,56.21640529300295,0.0030757712599751,-1.5612644473725812,-1.5572254648560273,-3.431363220645732,0.328,3.447,0.0
POSCAR_Cr2P4_2_st025,Cr2P4_2,0.292004,2.584959219385947,2.5909076449359167,2.573338428620128,0.0081613319139683,179.98230199096673,68.35855207917783,107.9944238829635,37.72411600543855,90.39592646292373,34.17952116992076,17.816404386751962,4.511245551866788,6.107401653344198,9.132165585575716,2.910949493309878,4.511245551866788,5.615018284413826,5.1815825924479535,2.910949493309878,1.7800317746345595,0.0031591699225102,0.0001806125989385,6,24,1.66,15,2.19,96.5691255938189,3,21.37973155574523,105.22004161378682,0.2031906776298392,0.5878970210370477,0.3711294033333623,0.0122898838552844,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0059484255499695,0.0175692163157887,0.0031572369480823,111.6237499117889,56.21640529300295,0.0031526655414838,-1.6002960585569097,-1.5961561014774102,-3.5171473011618906,0.337,3.548,0.0
POSCAR_Cr2P4_2_st050,Cr2P4_2,0.286401,2.6480070052246294,2.654100514324598,2.6361027805376924,0.0083603887899188,179.9823019908914,68.35855207917785,107.99442388295851,37.72411600542901,90.3959264629237,34.179521169920775,17.816404386751962,4.621275931180613,6.256362669279422,9.354901331565369,2.9819482614393875,4.621275931180613,5.751969949887334,5.307962655678393,2.981948261439388,1.7800317746345595,0.0031591699225102,0.0001806125989384,6,24,1.66,15,2.19,96.56912559381888,3,22.982567744258706,113.10837688196982,0.2031906776298393,0.5878970210370478,0.3711294033333623,0.0122898838552844,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0060935090999687,0.0179977337869057,0.0031572369771629,111.62374991171356,56.21640529300292,0.0032295598229834,-1.6393276697412258,-1.635086738098809,-3.602931381678035,0.327,3.642,0.0
POSCAR_Cr2P4_2_st950,Cr2P4_2,0.47218,2.3958158618699024,2.4013290367698743,2.3850453728674355,0.007564161286117,179.98230199091716,68.35855207917783,107.99442388296085,37.72411600543344,90.39592646292373,34.17952116992076,17.816404386751962,4.1811544139253165,5.660518605538525,8.463958347606761,2.69795318892135,4.1811544139253165,5.204163287993303,4.802442402756641,2.6979531889213506,1.7800317746345595,0.0031591699225101,0.0001806125989385,6,24,1.66,15,2.19,96.5691255938189,3,17.0216426042404,83.77176946695072,0.2031906776298393,0.5878970210370478,0.3711294033333622,0.0122898838552844,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0055131748999719,0.0162836639024388,0.003157236851657,111.62374991173934,56.21640529300295,0.0029219826969851,-1.4832012250039663,-1.4793641916132083,-3.2597950596134577,0.391,3.171,0.001
POSCAR_Cr2P4_2_st975,Cr2P4_2,0.381183,2.458863647708585,2.4645219061585557,2.4478097247850004,0.0077632181620674,179.9823019909727,68.35855207917784,107.9944238829624,37.724116005436485,90.39592646292368,34.17952116992075,17.816404386751962,4.2911847932391405,5.809479621473749,8.686694093596413,2.76895195705086,4.2911847932391405,5.3411149534668105,4.928822465987079,2.76895195705086,1.7800317746345595,0.0031591699225102,0.0001806125989385,6,24,1.66,15,2.19,96.56912559381888,3,18.401130223810625,90.56089796271417,0.2031906776298393,0.5878970210370478,0.3711294033333622,0.0122898838552844,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0056582584499706,0.0167121813735549,0.003157236885447,111.62374991179486,56.216405293002936,0.0029988769784844,-1.5222328361882806,-1.518294828234609,-3.345579140129603,0.43,3.328,0.0
POSCAR_Cr2P4_2_x025,Cr2P4_2,0.288408,2.5353200096000825,2.547831752812632,2.510574077302759,0.0174432083960564,179.98232080051187,69.67949571052742,107.99444531093944,37.52711498383434,90.850467061624,34.839938689383345,17.672210306273772,4.412796018352566,6.035040530640565,8.915155950365332,2.9109494932883737,4.412796018352566,5.478066618975472,5.095434522561126,2.9109494932883737,1.7504372831989723,0.006880949613116,0.0001797772456733,6,24,1.66,15,2.19,96.58058600911755,3,20.349536281527584,100.14995037616409,0.2031906776298395,0.587897021037048,0.3672141916795166,0.0122248864733641,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0125117432125496,0.0372576755098732,0.0068800788263131,110.30282508998444,56.01052837224064,0.0066312239026513,-1.501846525064192,-1.622244512287999,-3.43708933138986,0.271,3.464,0.0
POSCAR_Cr2P4_2_x050,Cr2P4_2,0.309122,2.548950730289225,2.568282007263185,2.510574077906073,0.0270814755072375,179.9823396138092,70.97957751962656,107.99446684444209,37.34437440709216,91.308807560083,35.48992258770945,17.54045823604143,4.424631417646915,6.112535987637099,8.921019669823018,2.981948261422237,4.424631417646915,5.478066618975472,5.136333039036957,2.981948261422238,1.722475572593331,0.0106251088880433,0.0001789377913067,6,24,1.66,15,2.19,96.59177978843192,3,20.84586643476968,102.5926320928238,0.2031906776298394,0.5878970210370479,0.3632972778022117,0.0121595131720234,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0193312769739599,0.0577079293571123,0.0106245540805767,109.00276209418264,55.81888497237356,0.0102455767961987,-1.4426831562246778,-1.6879045699901836,-3.442953050847546,0.385,3.482,0.0
POSCAR_Cr2P4_2_x950,Cr2P4_2,0.374571,2.4957821729365737,2.5107300008773623,2.488248014599826,0.0105150722903067,179.9822644470853,65.65351116583935,107.99438142519703,38.16241480455842,90.5301837100596,32.827100875489634,18.141724244293968,4.378825175906491,5.808068863386766,8.898391500609193,2.697953188886781,4.378825175906491,5.478066618975472,5.021303805691954,2.697953188886781,1.8611530497917288,0.0042146424565422,0.0001822683441793,6,24,1.66,15,2.19,96.54536569551831,3,18.86054582180129,92.82190522618508,0.2031906776298395,0.587897021037048,0.3789410614371518,0.012418550638998,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0149478279407886,0.0224819862775365,0.0042131353413744,114.32875328124597,57.70308283456996,0.0079223488086179,-1.6808719870197102,-1.429243687480275,-3.420324881633721,0.276,3.442,0.0
POSCAR_Cr2P4_2_x975,Cr2P4_2,0.34604,2.508730347099676,2.510730001120997,2.5076692038441504,0.0013627149979747,179.9822832011289,67.01659999139679,107.9944025807423,37.935759701537485,90.0840903412645,33.508596636532545,17.9729489351687,4.389890894902792,5.882771291433695,8.903841603134389,2.7689519570206453,4.389890894902792,5.478066618975472,5.0213038064747,2.7689519570206453,1.8134311769993847,0.0005544380977896,0.0001814431927262,6,24,1.66,15,2.19,96.5573888708524,3,19.356875975043387,95.26458694284476,0.2031906776298395,0.5878970210370479,0.3750395402030972,0.0123544557055351,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0019996540213211,0.0030607972768468,0.000543188890891,112.96568320973208,56.575493704731954,0.0010598166313002,-1.6209389378821468,-1.4928803965309028,-3.4257749841589167,4.556,3.436,0.001
POSCAR_Cr2P4_2_y025,Cr2P4_2,0.332749,2.549181522572868,2.5654838410862046,2.516869427570514,0.022801723860578,179.9820257780419,67.21668892465328,107.99441029968207,37.882043864046096,91.1023746534078,33.60871506137954,17.96518188462474,4.444129440583096,5.990210565489529,9.099205413669493,2.8399507251545097,4.444129440583096,5.615018284377393,5.130726581840509,2.8399507251545097,1.8066252123305304,0.0089454247655217,0.0001798736018169,6,24,1.66,15,2.19,96.55933872111234,3,20.34953628123,100.14995037469954,0.2031906776298395,0.587897021037048,0.3697131429480736,0.0194615499563839,5,3,5,3.87,-0.53,0.53,9,9,0.599999880000024,0.0163023185133366,0.0486144135156907,0.0089447199871606,112.76533685338862,57.49365959202825,0.0086402288120684,-1.6041787154285867,-1.5460811249064328,-3.4841871292920983,7.016,3.501,0.0
