filename,parent,sse,msbi,msbi_shap,mpf,mpf_shap,pd_ratio,pd_ratio_shap
POSCAR_Cr2F8_cluster2_st050,Cr2F8_cluster2,0.251695,0.66218877,0.03594306,0.06999743,-0.05638818,0.9999998,-0.053271912
POSCAR_Cr2F8_cluster2_st950,Cr2F8_cluster2,0.140859,0.66218877,0.037260078,0.06999743,-0.059447885,0.9999998,-0.05103391
POSCAR_Cr2F8_cluster2_st975,Cr2F8_cluster2,0.165917,0.66218877,0.03678123,0.06999743,-0.05884041,0.9999998,-0.051475853
POSCAR_Cr2Ga2_2,Cr2Ga2_2,0.010506,1.4358459e-06,-0.222263,0.50022876,0.016248008,0.19999996,-0.0032975217
POSCAR_Cr2Ga2_2_st050,Cr2Ga2_2,0.01023,1.4358459e-06,-0.21862678,0.50022876,0.01650576,0.19999996,-0.0029045942
POSCAR_Cr2Ga2_2_st950,Cr2Ga2_2,0.010769,1.4358459e-06,-0.22270657,0.50022876,0.016059292,0.19999996,-0.0037759482
POSCAR_Cr2Ga2_2_st975,Cr2Ga2_2,0.01086,1.4358459e-06,-0.22279729,0.50022876,0.016181732,0.19999996,-0.0034251146
POSCAR_Cr2Ga2_2_x025,Cr2Ga2_2,0.009524,1.4050178e-06,-0.22802821,0.50022876,0.01656722,0.19999996,-0.0025997877
POSCAR_Cr2Ga2_2_x050,Cr2Ga2_2,0.009367,1.3750439e-06,-0.22986138,0.50022876,0.016304372,0.19999996,-0.001978477
POSCAR_Cr2Ga2_2_x950,Cr2Ga2_2,0.009823,1.5000572e-06,-0.2304547,0.50022876,0.01604032,0.19999996,-0.0027325952
POSCAR_Cr2Ga2_2_x975,Cr2Ga2_2,0.01105,1.4675273e-06,-0.228493,0.50022876,0.016589716,0.19999996,-0.0026508952
POSCAR_Cr2Ga2_2_y025,Cr2Ga2_2,0.010361,1.4595126e-06,-0.22758374,0.50022876,0.016545797,0.19999996,-0.002692733
POSCAR_Cr2Ga2_2_y050,Cr2Ga2_2,0.010332,1.482922e-06,-0.22948416,0.50022876,0.016663225,0.19999996,-0.0026162786
POSCAR_Cr2Ga2_2_y950,Cr2Ga2_2,0.010809,1.3877757e-06,-0.2323934,0.50022876,0.016555155,0.19999996,-0.0023287144
POSCAR_Cr2Ga2_2_y975,Cr2Ga2_2,0.009944,1.4119304e-06,-0.22810721,0.50022876,0.016690543,0.19999996,-0.002595707
POSCAR_Cr2Ga2_2_z025,Cr2Ga2_2,0.010152,1.443245e-06,-0.22807643,0.50022876,0.016627347,0.19999996,-0.002549572
POSCAR_Cr2Ga2_2_z050,Cr2Ga2_2,0.010762,1.4505198e-06,-0.23129429,0.50022876,0.01601429,0.19999996,-0.002446056
POSCAR_Cr2Ga2_2_z950,Cr2Ga2_2,0.0106,1.420658e-06,-0.23060799,0.50022876,0.016341208,0.19999996,-0.0024045152
POSCAR_Cr2Ga2_2_z975,Cr2Ga2_2,0.009642,1.4283186e-06,-0.22850817,0.50022876,0.016564906,0.19999996,-0.0026463724
POSCAR_Cr2Ge2_3,Cr2Ge2_3,0.300033,0.47380486,0.056489184,0.33333334,0.02934103,0.39999992,0.019823013
POSCAR_Cr2Ge2_3_st025,Cr2Ge2_3,0.333745,0.47380486,0.056736138,0.33333334,0.029088596,0.39999992,0.020302217
POSCAR_Cr2Ge2_3_st950,Cr2Ge2_3,0.243668,0.47380486,0.05660346,0.33333334,0.029280135,0.39999992,0.018501714
POSCAR_Cr2Ge2_3_st975,Cr2Ge2_3,0.2724,0.47380486,0.05644423,0.33333334,0.029505607,0.39999992,0.019477773
POSCAR_Cr2Ge2_3_x025,Cr2Ge2_3,0.363134,0.48007736,0.054669105,0.33333334,0.032203764,0.39999992,0.021134067
POSCAR_Cr2Ge2_3_x050,Cr2Ge2_3,0.379563,0.48642373,0.05162846,0.33333334,0.030907143,0.39999992,0.02158673
POSCAR_Cr2Ge2_3_x950,Cr2Ge2_3,0.283957,0.4615154,0.052013855,0.33333334,0.029747939,0.39999992,0.020308487
POSCAR_Cr2Ge2_3_x975,Cr2Ge2_3,0.290315,0.46761465,0.05409429,0.33333334,0.032126963,0.39999992,0.020644516
POSCAR_Cr2Ge2_3_y025,Cr2Ge2_3,0.363382,0.48007748,0.054237254,0.33333334,0.032205813,0.39999992,0.021153886
POSCAR_Cr2Ge2_3_y050,Cr2Ge2_3,0.379737,0.4864239,0.05162577,0.33333334,0.030908927,0.39999992,0.021580363
POSCAR_Cr2Ge2_3_y950,Cr2Ge2_3,0.284277,0.4615151,0.051977247,0.33333334,0.02966851,0.39999992,0.020259742
POSCAR_Cr2Ge2_3_z025,Cr2Ge2_3,0.279053,0.46151084,0.056545813,0.33333334,0.02903066,0.39999992,0.019873457
POSCAR_Cr2Ge2_3_z950,Cr2Ge2_3,0.34879,0.4994275,0.05535412,0.33333334,0.029144635,0.39999992,0.019137846
POSCAR_Cr2Ge2_3_z975,Cr2Ge2_3,0.323491,0.48644307,0.05591112,0.33333334,0.02911914,0.39999992,0.019819552
POSCAR_Cr2Ge3_1,Cr2Ge3_1,0.013563,0.00056674937,-0.23895586,0.35480392,0.020155514,0.39999992,0.006120602
POSCAR_Cr2Ge3_1_st025,Cr2Ge3_1,0.014167,0.00056674937,-0.2362715,0.35480392,0.020215243,0.39999992,0.00618542
POSCAR_Cr2Ge3_1_st050,Cr2Ge3_1,0.014125,0.00056674937,-0.23490512,0.35480392,0.020281635,0.39999992,0.006212677
POSCAR_Cr2Ge3_1_st950,Cr2Ge3_1,0.015912,0.00056674937,-0.24109083,0.35480392,0.020237949,0.39999992,0.0058849817
POSCAR_Cr2Ge3_1_st975,Cr2Ge3_1,0.015279,0.00056674937,-0.24028786,0.35480392,0.020072814,0.39999992,0.0060688555
POSCAR_Cr2Ge3_1_x025,Cr2Ge3_1,0.015408,0.00055778667,-0.23878472,0.35480392,0.019983975,0.39999992,0.00608977
POSCAR_Cr2Ge3_1_x050,Cr2Ge3_1,0.014322,0.0005489085,-0.23731181,0.35480392,0.019369552,0.39999992,0.006014431
POSCAR_Cr2Ge3_1_x950,Cr2Ge3_1,0.015536,0.0005848964,-0.23890975,0.35480392,0.019277431,0.39999992,0.005962981
POSCAR_Cr2Ge3_1_x975,Cr2Ge3_1,0.014697,0.00057578884,-0.2401562,0.35480392,0.01992824,0.39999992,0.00603063
POSCAR_Cr2Ge3_1_y025,Cr2Ge3_1,0.015271,0.0005578241,-0.23871648,0.35480392,0.01995372,0.39999992,0.006076136
POSCAR_Cr2Ge3_1_y050,Cr2Ge3_1,0.014547,0.0005489827,-0.23726185,0.35480392,0.019346468,0.39999992,0.0060044895
POSCAR_Cr2Ge3_1_y950,Cr2Ge3_1,0.015622,0.0005848199,-0.23897369,0.35480392,0.0192934,0.39999992,0.005969473
POSCAR_Cr2Ge3_1_y975,Cr2Ge3_1,0.014634,0.00057575083,-0.24023364,0.35480392,0.019939318,0.39999992,0.006037199
POSCAR_Cr2Ge3_1_z025,Cr2Ge3_1,0.014866,0.000584665,-0.23873648,0.35480392,0.020126978,0.39999992,0.0060816426
POSCAR_Cr2Ge3_1_z050,Cr2Ge3_1,0.014262,0.00060247094,-0.23787472,0.35480392,0.019986108,0.39999992,0.0060846293
POSCAR_Cr2Ge3_1_z950,Cr2Ge3_1,0.014358,0.0005306301,-0.23992592,0.35480392,0.019971311,0.39999992,0.005977887
POSCAR_Cr2Ge3_1_z975,Cr2Ge3_1,0.01428,0.0005487341,-0.239763,0.35480392,0.020012949,0.39999992,0.0061172033
POSCAR_Cr2In2_5,Cr2In2_5,0.271204,0.9929365,0.071228005,0.15988167,0.00019756082,0.19999996,0.0015048654
POSCAR_Cr2In2_5_st025,Cr2In2_5,0.32293,0.9929365,0.07114764,0.14509417,-6.816497e-05,0.19999996,0.00220959
POSCAR_Cr2In2_5_st050,Cr2In2_5,0.27433,0.9929365,0.07138236,0.15988167,0.001114419,0.19999996,0.0023163485
POSCAR_Cr2In2_5_st950,Cr2In2_5,0.317689,0.9929365,0.070786804,0.15988167,0.00015591436,0.19999996,0.00077545614
POSCAR_Cr2In2_5_st975,Cr2In2_5,0.266227,0.9929365,0.071870536,0.15988167,-0.00023025445,0.19999996,0.0015381656
POSCAR_Cr2In2_5_x025,Cr2In2_5,0.270209,0.9959176,0.070979886,0.16387871,-0.00037883056,0.19999996,0.0010767126
POSCAR_Cr2In2_5_x050,Cr2In2_5,0.269453,0.99872315,0.07087821,0.16787574,0.00087359844,0.19999996,0.0011399626
POSCAR_Cr2In2_5_x975,Cr2In2_5,0.270263,0.9897849,0.071418926,0.14509417,-0.00045422677,0.19999996,0.0019472616
POSCAR_Cr2In2_5_y025,Cr2In2_5,0.355204,0.9947701,0.07121439,0.15988167,0.00037056702,0.19999996,0.0016774385
POSCAR_Cr2In2_5_y050,Cr2In2_5,0.349798,0.9965354,0.071209386,0.15988167,0.00066347077,0.19999996,0.0018123906
POSCAR_Cr2In2_5_y950,Cr2In2_5,0.328132,0.98908716,0.07197125,0.15988167,-0.0006152497,0.19999996,0.0015442261
POSCAR_Cr2In2_5_y975,Cr2In2_5,0.243662,0.99104017,0.071401395,0.15988167,-8.9896734e-05,0.19999996,0.0013498545
POSCAR_Cr2In2_5_z950,Cr2In2_5,0.367198,1.0018361,0.07185741,0.1527307,-0.00084332214,0.19999996,0.0020841097
POSCAR_Cr2In2_5_z975,Cr2In2_5,0.316578,0.997637,0.071705334,0.16398118,0.00092878495,0.19999996,0.001470742
POSCAR_Cr2In5_1,Cr2In5_1,0.020936,0.009764054,-0.16169746,0.10902594,-0.022141319,0.19999996,0.0015552848
POSCAR_Cr2In5_1_st025,Cr2In5_1,0.02057,0.009764054,-0.1616446,0.10902594,-0.022231175,0.19999996,0.0015162528
POSCAR_Cr2In5_1_st050,Cr2In5_1,0.020538,0.009764054,-0.16041309,0.10902594,-0.02227506,0.19999996,0.0016001168
POSCAR_Cr2In5_1_st950,Cr2In5_1,0.021587,0.009764054,-0.1614266,0.10902594,-0.021909738,0.19999996,0.0010059265
POSCAR_Cr2In5_1_st975,Cr2In5_1,0.021543,0.009764054,-0.16124697,0.10902594,-0.021953011,0.19999996,0.0011893851
POSCAR_Cr2In5_1_x025,Cr2In5_1,0.020785,0.010047506,-0.16234368,0.10902594,-0.021797087,0.19999996,0.0013853533
POSCAR_Cr2In5_1_x950,Cr2In5_1,0.024226,0.009212497,-0.15680268,0.10902594,-0.021751504,0.19999996,0.0010373254
POSCAR_Cr2In5_1_x975,Cr2In5_1,0.021703,0.009485614,-0.16041912,0.10902594,-0.021920912,0.19999996,0.0012994215
POSCAR_Cr2In5_1_y950,Cr2In5_1,0.019801,0.010134509,-0.16176479,0.10902594,-0.021611217,0.19999996,0.0013045978
POSCAR_Cr2In5_1_y975,Cr2In5_1,0.018936,0.009946501,-0.16100104,0.10902594,-0.021822248,0.19999996,0.001405687
POSCAR_Cr2In5_1_z050,Cr2In5_1,0.019938,0.009569966,-0.16054812,0.10902594,-0.022073831,0.19999996,0.0014628515
POSCAR_Cr2In5_1_z950,Cr2In5_1,0.028166,0.008040127,-0.19044778,0.20583607,0.008661286,0.19999996,0.0009430861
POSCAR_Cr2In8_2,Cr2In8_2,0.010506,1.3285916e-05,-0.20803821,0.1606139,0.0017446554,0.19999996,0.00083870435
POSCAR_Cr2In8_2_st025,Cr2In8_2,0.010629,1.3285916e-05,-0.20469794,0.1606139,0.0015783324,0.19999996,0.0010578511
POSCAR_Cr2In8_2_st050,Cr2In8_2,0.011453,1.3285916e-05,-0.19650058,0.1606139,0.0015621055,0.19999996,0.0018555787
POSCAR_Cr2In8_2_st950,Cr2In8_2,0.01035,1.3285916e-05,-0.21194021,0.1606139,0.0018193909,0.19999996,0.0006368956
POSCAR_Cr2In8_2_st975,Cr2In8_2,0.012265,1.3285916e-05,-0.21051687,0.1606139,0.0018410906,0.19999996,0.0006506761
POSCAR_Cr2In8_2_x025,Cr2In8_2,0.009672,1.33479725e-05,-0.20673583,0.1606139,0.0013612985,0.19999996,0.0008742796
POSCAR_Cr2In8_2_x050,Cr2In8_2,0.010291,1.3410884e-05,-0.20606072,0.1606139,0.001176557,0.19999996,0.0010337563
POSCAR_Cr2In8_2_x950,Cr2In8_2,0.010797,1.3165023e-05,-0.20928682,0.1606139,0.0018372701,0.19999996,0.00074098684
POSCAR_Cr2In8_2_x975,Cr2In8_2,0.011759,1.3224876e-05,-0.2087241,0.1606139,0.0018365044,0.19999996,0.00084213493
POSCAR_Cr2In8_2_y025,Cr2In8_2,0.011531,1.3139021e-05,-0.20556343,0.1606139,0.0017646804,0.19999996,0.0011112945
POSCAR_Cr2In8_2_y950,Cr2In8_2,0.0115,1.3582201e-05,-0.21098292,0.1606139,0.001764335,0.19999996,0.00048922683
POSCAR_Cr2In8_2_y975,Cr2In8_2,0.009909,1.3433692e-05,-0.21016651,0.1606139,0.0017434475,0.19999996,0.0006264981
POSCAR_Cr2In8_2_z025,Cr2In8_2,0.013678,1.3372596e-05,-0.2091179,0.1606139,0.0017850494,0.19999996,0.0008979978
POSCAR_Cr2In8_2_z050,Cr2In8_2,0.012439,1.3460946e-05,-0.20865458,0.1606139,0.0017309724,0.19999996,0.0008887262
POSCAR_Cr2In8_2_z950,Cr2In8_2,0.012149,1.3118318e-05,-0.2091897,0.1606139,0.0016037815,0.19999996,0.0009877038
POSCAR_Cr2In8_2_z975,Cr2In8_2,0.011524,1.3201092e-05,-0.20946693,0.1606139,0.001534264,0.19999996,0.00073409395
POSCAR_Cr2N2_7,Cr2N2_7,0.693497,0.645196,0.07417745,0.33333334,0.039825987,0.5999999,0.022558367
POSCAR_Cr2N2_7_st025,Cr2N2_7,0.577491,0.645196,0.075908154,0.33333334,0.041955233,0.5999999,0.023552282
POSCAR_Cr2N2_7_st050,Cr2N2_7,0.590475,0.645196,0.0762434,0.33333334,0.04383019,0.5999999,0.02400812
POSCAR_Cr2N2_7_st950,Cr2N2_7,0.834141,0.645196,0.074055925,0.33333334,0.039205004,0.5999999,0.022091452
POSCAR_Cr2N2_7_st975,Cr2N2_7,0.79372,0.645196,0.07371419,0.33333334,0.03968553,0.5999999,0.022212733
POSCAR_Cr2N2_7_x025,Cr2N2_7,0.756821,0.65094876,0.076730706,0.33333334,0.042198814,0.5999999,0.023890473
POSCAR_Cr2N2_7_x050,Cr2N2_7,0.794084,0.6567545,0.07579483,0.33333334,0.04252313,0.5999999,0.02385962
POSCAR_Cr2N2_7_x950,Cr2N2_7,0.750685,0.6338863,0.07001069,0.33333334,0.0410443,0.5999999,0.023317348
POSCAR_Cr2N2_7_x975,Cr2N2_7,0.745881,0.6395054,0.07512756,0.33333334,0.04160192,0.5999999,0.023609132
POSCAR_Cr2N2_7_y025,Cr2N2_7,0.75627,0.6509482,0.07675986,0.33333334,0.042128038,0.5999999,0.023893071
POSCAR_Cr2N2_7_y050,Cr2N2_7,0.793872,0.6567535,0.07578234,0.33333334,0.04251916,0.5999999,0.023857845
POSCAR_Cr2N2_7_y950,Cr2N2_7,0.750712,0.63388747,0.07001754,0.33333334,0.04104341,0.5999999,0.02333429
POSCAR_Cr2N2_7_y975,Cr2N2_7,0.746285,0.6395059,0.075126514,0.33333334,0.041657254,0.5999999,0.023607763
POSCAR_Cr2N2_7_z025,Cr2N2_7,0.53944,0.63381153,0.06963056,0.33333334,0.04022562,0.5999999,0.023339147
POSCAR_Cr2N2_7_z050,Cr2N2_7,0.509981,0.6225553,0.06567155,0.33333334,0.03961431,0.5999999,0.023483854
POSCAR_Cr2N2_7_z950,Cr2N2_7,0.869943,0.6683153,0.07519138,0.33333334,0.042400245,0.5999999,0.020599633
POSCAR_Cr2N2_7_z975,Cr2N2_7,0.812995,0.6567004,0.07481637,0.33333334,0.040086217,0.5999999,0.022092052
POSCAR_Cr2O2_2,Cr2O2_2,1.196253,1.0695853,0.079411976,0.49998158,0.035925817,0.79999983,0.017596778
POSCAR_Cr2O2_2_st025,Cr2O2_2,1.02415,1.0695853,0.077381626,0.49998158,0.034889426,0.79999983,0.017076146
POSCAR_Cr2O2_2_st050,Cr2O2_2,0.866297,1.0695853,0.07532547,0.49998158,0.03386879,0.79999983,0.016524166
POSCAR_Cr2O2_2_st950,Cr2O2_2,1.604422,1.0695853,0.0820102,0.49998158,0.03710513,0.79999983,0.019196082
POSCAR_Cr2O2_2_st975,Cr2O2_2,1.387752,1.0695853,0.07999634,0.49998158,0.035883278,0.79999983,0.017943349
POSCAR_Cr2O2_2_z025,Cr2O2_2,1.117426,1.0470464,0.079433426,0.49998155,0.036518745,0.79999983,0.01710829
POSCAR_Cr2O2_2_z050,Cr2O2_2,1.041263,1.0249155,0.075754255,0.49998152,0.034535512,0.79999983,0.017219279
POSCAR_Cr2O2_2_z950,Cr2O2_2,1.367022,1.115846,0.081146,0.4999816,0.03639834,0.79999983,0.020088516
POSCAR_Cr2O2_2_z975,Cr2O2_2,1.279056,1.0925225,0.080353685,0.49998158,0.03598888,0.79999983,0.018147195
POSCAR_Cr2O4_2,Cr2O4_2,0.708092,0.75204283,0.07527988,0.16019088,0.0067702597,0.79999983,0.015213368
POSCAR_Cr2O4_2_st025,Cr2O4_2,0.681212,0.75204283,0.07371725,0.16019088,0.005879445,0.79999983,0.015177486
POSCAR_Cr2O4_2_st050,Cr2O4_2,0.603868,0.75204283,0.0715946,0.16019088,0.0046383683,0.79999983,0.01550768
POSCAR_Cr2O4_2_st950,Cr2O4_2,0.756771,0.75204283,0.07734193,0.16019088,0.0063010957,0.79999983,0.016891196
POSCAR_Cr2O4_2_st975,Cr2O4_2,0.689517,0.75204283,0.075906955,0.16019088,0.005749757,0.79999983,0.015340327
POSCAR_Cr2O4_2_x025,Cr2O4_2,0.745481,0.75716895,0.07596483,0.16019088,0.007586375,0.79999983,0.016533047
POSCAR_Cr2O4_2_x050,Cr2O4_2,0.670347,0.76228774,0.074819855,0.16019088,0.0077511463,0.79999983,0.017140426
POSCAR_Cr2O4_2_x950,Cr2O4_2,0.743934,0.7417835,0.07131678,0.16019088,0.0037267758,0.79999983,0.014314321
POSCAR_Cr2O4_2_x975,Cr2O4_2,0.68139,0.7469131,0.07434501,0.16019088,0.005745743,0.79999983,0.014372128
POSCAR_Cr2O4_2_y025,Cr2O4_2,0.724233,0.7423941,0.07380438,0.16019088,0.006743007,0.79999983,0.014771174
POSCAR_Cr2O4_2_y050,Cr2O4_2,0.697255,0.73282135,0.0711174,0.16019088,0.0056274077,0.79999983,0.01433861
POSCAR_Cr2O4_2_y950,Cr2O4_2,0.641504,0.7434661,0.07629301,0.16019088,0.0069648186,0.79999983,0.016440585
POSCAR_Cr2O4_2_y975,Cr2O4_2,0.673865,0.7480314,0.075360924,0.16019088,0.0068805423,0.79999983,0.01599304
POSCAR_Cr2O4_2_z025,Cr2O4_2,0.724086,0.7429554,0.0741088,0.16019088,0.0071747657,0.79999983,0.014467975
POSCAR_Cr2O4_2_z050,Cr2O4_2,0.698544,0.7333925,0.07137282,0.16019088,0.0060041607,0.79999983,0.014068759
POSCAR_Cr2O4_2_z950,Cr2O4_2,0.640991,0.74292374,0.076284185,0.16019088,0.00691412,0.79999983,0.016437901
POSCAR_Cr2O4_2_z975,Cr2O4_2,0.673633,0.7474844,0.07569936,0.16019088,0.006874133,0.79999983,0.016066954
POSCAR_Cr2P18_1,Cr2P18_1,0.010693,0.00038084658,-0.16886258,0.083809376,-0.031261917,0.5999999,0.0065126712
POSCAR_Cr2P18_1_x025,Cr2P18_1,0.009612,0.00037775168,-0.16806057,0.083809376,-0.031129353,0.5999999,0.0065128957
POSCAR_Cr2P18_1_x050,Cr2P18_1,0.009259,0.00037474526,-0.16819808,0.083809376,-0.031110585,0.5999999,0.0064941924
POSCAR_Cr2P18_1_x950,Cr2P18_1,0.009284,0.00038730956,-0.17275326,0.083809376,-0.03198819,0.5999999,0.006719431
POSCAR_Cr2P18_1_x975,Cr2P18_1,0.009234,0.00038403194,-0.17082508,0.083809376,-0.031670954,0.5999999,0.006562093
POSCAR_Cr2P18_1_y025,Cr2P18_1,0.008596,0.00037988526,-0.16961333,0.083809376,-0.03121282,0.5999999,0.006549511
POSCAR_Cr2P18_1_y050,Cr2P18_1,0.009382,0.0003789836,-0.17234105,0.083809376,-0.031481136,0.5999999,0.0066586463
POSCAR_Cr2P18_1_y950,Cr2P18_1,0.009256,0.00038295932,-0.17124149,0.083809376,-0.031676166,0.5999999,0.006587817
POSCAR_Cr2P18_1_z025,Cr2P18_1,0.009201,0.00038496449,-0.17124717,0.083809376,-0.03163512,0.5999999,0.0065788627
POSCAR_Cr2P18_1_z050,Cr2P18_1,0.010014,0.0003890538,-0.1753335,0.083809376,-0.031815134,0.5999999,0.006637586
POSCAR_Cr2P18_1_z950,Cr2P18_1,0.00882,0.0003725292,-0.16932246,0.083809376,-0.031311724,0.5999999,0.006501908
POSCAR_Cr2P4_2,Cr2P4_2,0.305865,0.3711294,0.034678847,0.20319068,0.011844715,0.5999999,0.011869265
POSCAR_Cr2P4_2_st025,Cr2P4_2,0.292004,0.3711294,0.03413227,0.20319068,0.011508034,0.5999999,0.011271451
POSCAR_Cr2P4_2_st050,Cr2P4_2,0.286401,0.3711294,0.034229,0.20319068,0.011750651,0.5999999,0.010981291
POSCAR_Cr2P4_2_st950,Cr2P4_2,0.47218,0.3711294,0.03575718,0.20319068,0.012124324,0.5999999,0.012851285
POSCAR_Cr2P4_2_st975,Cr2P4_2,0.381183,0.3711294,0.034935538,0.20319068,0.011769018,0.5999999,0.012438821
POSCAR_Cr2P4_2_x025,Cr2P4_2,0.288408,0.3672142,0.035198715,0.20319068,0.011560757,0.5999999,0.011684006
POSCAR_Cr2P4_2_x050,Cr2P4_2,0.309122,0.36329728,0.03542596,0.20319068,0.011520964,0.5999999,0.011668351
POSCAR_Cr2P4_2_x950,Cr2P4_2,0.374571,0.37894106,0.034348354,0.20319068,0.011778958,0.5999999,0.012126925
POSCAR_Cr2P4_2_x975,Cr2P4_2,0.34604,0.37503955,0.034093138,0.20319068,0.012091786,0.5999999,0.01215329
POSCAR_Cr2P4_2_y025,Cr2P4_2,0.332749,0.36971316,0.035142463,0.20319068,0.01144769,0.5999999,0.011576328
POSCAR_Cr2P4_2_y050,Cr2P4_2,0.354754,0.36834735,0.0349416,0.20319068,0.011299491,0.5999999,0.011480203
POSCAR_Cr2P4_2_y950,Cr2P4_2,0.359357,0.37411624,0.03998221,0.20319068,0.010927318,0.5999999,0.012284121
POSCAR_Cr2P4_2_y975,Cr2P4_2,0.321514,0.3725969,0.03891478,0.20319068,0.011683295,0.5999999,0.012074503
POSCAR_Cr2P4_2_z025,Cr2P4_2,0.304193,0.37648833,0.03912849,0.20319068,0.011333983,0.5999999,0.011801803
POSCAR_Cr2P4_2_z050,Cr2P4_2,0.324849,0.38185203,0.03894993,0.20319068,0.010711484,0.5999999,0.011748496
POSCAR_Cr2P8_1,Cr2P8_1,1.258036,0.43818507,0.054642025,0.12986957,0.002401898,0.5999999,0.017551556
POSCAR_Cr2P8_1_st025,Cr2P8_1,1.137021,0.43818507,0.05443282,0.12986957,0.0016938444,0.5999999,0.01794723
POSCAR_Cr2P8_1_st050,Cr2P8_1,1.013441,0.43818507,0.054064825,0.12986957,0.001293696,0.5999999,0.018075302
POSCAR_Cr2P8_1_st950,Cr2P8_1,1.165241,0.43818507,0.055679604,0.12986957,0.0031120824,0.5999999,0.017352203
POSCAR_Cr2P8_1_st975,Cr2P8_1,1.180024,0.43818507,0.05478116,0.12986957,0.0026523173,0.5999999,0.017342925
POSCAR_Cr2P8_1_x025,Cr2P8_1,1.227193,0.43471622,0.05419861,0.12986957,0.0007147111,0.5999999,0.017940426
POSCAR_Cr2P8_1_x050,Cr2P8_1,1.183394,0.4312635,0.05397067,0.12986957,-0.0002630574,0.5999999,0.017713452
POSCAR_Cr2P8_1_x950,Cr2P8_1,1.274724,0.44515684,0.058333382,0.12986957,0.0038885956,0.5999999,0.018443184
POSCAR_Cr2P8_1_x975,Cr2P8_1,1.275212,0.44166654,0.055177104,0.12986957,0.0020433457,0.5999999,0.017996203
POSCAR_Cr2P8_1_y025,Cr2P8_1,1.199041,0.44232735,0.055335477,0.12986957,0.0016657811,0.5999999,0.018116325
POSCAR_Cr2P8_1_y050,Cr2P8_1,1.128046,0.44644046,0.058835007,0.12986957,0.0023952506,0.5999999,0.018279966
POSCAR_Cr2P8_1_y950,Cr2P8_1,1.172941,0.4298264,0.054753713,0.12986957,0.002407425,0.5999999,0.018218623
POSCAR_Cr2P8_1_y975,Cr2P8_1,1.304026,0.4340169,0.0550201,0.12986957,0.0021925995,0.5999999,0.018241147
POSCAR_Cr2P8_1_z025,Cr2P8_1,1.218012,0.43751305,0.05441565,0.12986957,0.0027690015,0.5999999,0.01800091
POSCAR_Cr2P8_1_z050,Cr2P8_1,1.177292,0.43685743,0.05494323,0.12986957,0.003864295,0.5999999,0.018526694
POSCAR_Cr2P8_1_z950,Cr2P8_1,1.294144,0.43957546,0.05328943,0.12986957,0.0003244105,0.5999999,0.016380195
POSCAR_Cr2P8_1_z975,Cr2P8_1,1.285479,0.4388728,0.053477947,0.12986957,0.0008528551,0.5999999,0.01657787
POSCAR_Cr2P8_2,Cr2P8_2,0.37644,0.27233407,0.030894166,0.12522192,0.020273061,0.5999999,0.015481029
POSCAR_Cr2P8_2_st025,Cr2P8_2,0.32007,0.27233407,0.030544318,0.12522192,0.019524565,0.5999999,0.015418174
POSCAR_Cr2P8_2_st050,Cr2P8_2,0.314122,0.27233407,0.030415041,0.12522192,0.018862192,0.5999999,0.015393688
POSCAR_Cr2P8_2_st950,Cr2P8_2,0.462207,0.27233407,0.030771812,0.12522192,0.01964181,0.5999999,0.015521372
POSCAR_Cr2P8_2_st975,Cr2P8_2,0.430155,0.27233407,0.030707715,0.12522192,0.019762643,0.5999999,0.01535181
POSCAR_Cr2P8_2_x025,Cr2P8_2,0.3588,0.27707106,0.030750593,0.12522192,0.019840041,0.5999999,0.015459909
POSCAR_Cr2P8_2_x050,Cr2P8_2,0.333003,0.2817626,0.031995602,0.12522192,0.019275703,0.5999999,0.015497441
POSCAR_Cr2P8_2_x950,Cr2P8_2,0.369035,0.26273453,0.030024389,0.12522192,0.01961719,0.5999999,0.014967106
POSCAR_Cr2P8_2_x975,Cr2P8_2,0.381908,0.26755425,0.030604945,0.12522192,0.01995923,0.5999999,0.015285969
POSCAR_Cr2P8_2_y025,Cr2P8_2,0.342493,0.26793402,0.03022409,0.12522192,0.019512132,0.5999999,0.015495656
POSCAR_Cr2P8_2_y050,Cr2P8_2,0.341045,0.26358622,0.027932717,0.12522192,0.018441033,0.5999999,0.014964234
POSCAR_Cr2P8_2_y950,Cr2P8_2,0.414385,0.28127986,0.031083051,0.12522192,0.019467391,0.5999999,0.01530287
POSCAR_Cr2P8_2_y975,Cr2P8_2,0.383121,0.27678367,0.030911852,0.12522192,0.019739332,0.5999999,0.015248658
POSCAR_Cr2P8_2_z025,Cr2P8_2,0.346543,0.27202857,0.030929651,0.12522192,0.019638779,0.5999999,0.015286331
POSCAR_Cr2P8_2_z050,Cr2P8_2,0.345603,0.27177775,0.030977247,0.12522192,0.01931751,0.5999999,0.015121682
POSCAR_Cr2P8_2_z950,Cr2P8_2,0.364473,0.27311775,0.02586827,0.12522192,0.017993392,0.5999999,0.01431736
POSCAR_Cr2P8_2_z975,Cr2P8_2,0.380539,0.2726964,0.028508753,0.12522192,0.019500924,0.5999999,0.0152507145
POSCAR_Cr2Pb13_1,Cr2Pb13_1,0.019629,0.005351168,-0.1795965,0.13854979,0.0021450147,0.39999992,0.007157227
POSCAR_Cr2Pb13_1_st025,Cr2Pb13_1,0.017472,0.005351168,-0.17927119,0.13854979,0.0021558015,0.39999992,0.0071787955
