filename,m1_muB,m2_muB,m_total_muB,condition_met
POSCAR_Mo2Sn5_1_x950,2.072,-2.047,0.028,False
POSCAR_Mo2Sn5_1_x975,2.259,-2.254,0.005,True
POSCAR_Mo2Sn5_1_y025,2.59,-2.585,0.005,True
POSCAR_Mo2Sn5_1_y050,2.72,-2.713,0.008,True
POSCAR_Mo2Sn5_1_y950,2.198,-2.17,0.031,False
POSCAR_Mo2Sn5_1_y975,2.318,-2.311,0.008,True
POSCAR_Mo2Sn5_1_z025,2.545,-2.536,0.01,True
POSCAR_Mo2Sn5_1_z050,2.648,-2.644,0.004,True
POSCAR_Mo2Sn5_1_z950,2.256,-2.239,0.017,False
POSCAR_Mo2Sn5_1_z975,2.356,-2.346,0.01,True
POSCAR_Mo2Te2_1,3.294,-3.294,-0.0,True
POSCAR_Mo2Te2_1_st025,3.374,-3.374,-0.0,True
POSCAR_Mo2Te2_1_st050,3.443,-3.443,-0.0,True
POSCAR_Mo2Te2_1_st950,3.076,-3.075,-0.0,True
POSCAR_Mo2Te2_1_st975,3.197,-3.197,-0.0,True
POSCAR_Mo2Te2_1_x025,3.313,-3.32,-0.004,True
POSCAR_Mo2Te2_1_x050,3.33,-3.344,-0.008,True
POSCAR_Mo2Te2_1_x950,3.244,-3.233,0.006,True
POSCAR_Mo2Te2_1_x975,3.271,-3.265,0.003,True
POSCAR_Mo2Te2_1_y025,3.321,-3.315,0.004,True
POSCAR_Mo2Te2_1_y050,3.348,-3.335,0.008,True
POSCAR_Mo2Te2_1_y950,3.233,-3.245,-0.007,True
POSCAR_Mo2Te2_1_y975,3.265,-3.271,-0.003,True
POSCAR_Mo2Te2_1_z025,3.33,-3.33,-0.0,True
POSCAR_Mo2Te2_1_z050,3.363,-3.363,0.0,True
POSCAR_Mo2Te2_1_z950,3.207,-3.207,-0.0,True
POSCAR_Mo2Te2_1_z975,3.253,-3.253,-0.0,True
POSCAR_N2V2_1,1.237,-1.237,0.0,True
POSCAR_N2V2_1_st025,1.448,-1.448,0.0,True
POSCAR_N2V2_1_st050,1.66,-1.66,0.001,True
POSCAR_N2V2_1_st975,0.842,-0.843,-0.0,True
POSCAR_N2V2_1_x025,1.299,-1.317,0.003,True
POSCAR_N2V2_1_x050,1.354,-1.391,0.007,True
POSCAR_N2V2_1_x950,1.026,-0.997,0.002,True
POSCAR_N2V2_1_x975,1.151,-1.135,-0.001,True
POSCAR_N2V2_1_y025,1.318,-1.3,-0.003,True
POSCAR_N2V2_1_y050,1.396,-1.356,-0.007,True
POSCAR_N2V2_1_y950,0.997,-1.026,-0.002,True
POSCAR_N2V2_1_y975,1.135,-1.151,0.001,True
POSCAR_N2V2_1_z025,1.32,-1.32,-0.0,True
POSCAR_N2V2_1_z050,1.395,-1.396,-0.001,True
POSCAR_N2V2_1_z950,1.045,-1.044,-0.0,True
POSCAR_N2V2_1_z975,1.146,-1.145,-0.0,True
POSCAR_N2V2_7,1.811,-1.811,0.0,True
POSCAR_N2V2_7_st025,1.858,-1.857,0.0,True
POSCAR_N2V2_7_st050,1.899,-1.898,0.0,True
POSCAR_N2V2_7_st975,1.755,-1.755,0.0,True
POSCAR_N2V2_7_x025,1.825,-1.825,0.0,True
POSCAR_N2V2_7_x050,1.837,-1.837,0.0,True
POSCAR_N2V2_7_x950,1.778,-1.777,0.001,True
POSCAR_N2V2_7_x975,1.795,-1.795,0.0,True
POSCAR_N2V2_7_y025,1.825,-1.825,0.0,True
POSCAR_N2V2_7_y050,1.837,-1.837,0.0,True
POSCAR_N2V2_7_y950,1.778,-1.777,0.001,True
POSCAR_N2V2_7_y975,1.795,-1.795,0.0,True
POSCAR_N2V2_7_z025,1.831,-1.831,0.0,True
POSCAR_N2V2_7_z050,1.849,-1.849,0.0,True
POSCAR_N2V2_7_z950,1.763,-1.763,0.0,True
POSCAR_N2V2_7_z975,1.788,-1.788,0.0,True
POSCAR_N4Nb2_4,0.652,-0.653,-0.0,True
POSCAR_N4Nb2_4_st025,0.761,-0.761,-0.0,True
POSCAR_N4Nb2_4_st050,0.801,-0.801,-0.0,True
POSCAR_N4Nb2_4_st950,0.479,-0.479,-0.0,True
POSCAR_N4Nb2_4_st975,0.616,-0.616,-0.0,True
POSCAR_N4Nb2_4_x025,0.748,-0.748,0.0,True
POSCAR_N4Nb2_4_x050,0.77,-0.77,-0.0,True
POSCAR_N4Nb2_4_x950,0.456,-0.456,-0.0,True
POSCAR_N4Nb2_4_x975,0.627,-0.627,-0.0,True
POSCAR_N4Nb2_4_y025,0.748,-0.748,0.0,True
POSCAR_N4Nb2_4_y050,0.77,-0.77,-0.0,True
POSCAR_N4Nb2_4_y950,0.456,-0.456,-0.0,True
POSCAR_N4Nb2_4_y975,0.627,-0.627,-0.0,True
POSCAR_N4Nb2_4_z025,0.638,-0.638,-0.0,True
POSCAR_N4Nb2_4_z050,0.48,-0.48,0.0,True
POSCAR_N4Nb2_4_z950,0.721,-0.721,-0.0,True
POSCAR_N4Nb2_4_z975,0.729,-0.729,-0.0,True
POSCAR_Nb2Se2_2,2.148,-2.149,-0.001,True
POSCAR_Nb2Se2_2_st025,2.234,-2.235,-0.001,True
POSCAR_Nb2Se2_2_st050,2.314,-2.315,-0.001,True
POSCAR_Nb2Se2_2_st950,1.938,-1.939,-0.0,True
POSCAR_Nb2Se2_2_st975,2.051,-2.052,-0.001,True
POSCAR_Nb2Se2_2_x025,2.16,-2.161,-0.001,True
POSCAR_Nb2Se2_2_x050,2.169,-2.17,-0.001,True
POSCAR_Nb2Se2_2_x950,2.111,-2.112,-0.001,True
POSCAR_Nb2Se2_2_x975,2.132,-2.133,-0.001,True
POSCAR_Nb2Se2_2_y025,2.16,-2.161,-0.001,True
POSCAR_Nb2Se2_2_y050,2.169,-2.17,-0.001,True
POSCAR_Nb2Se2_2_y950,2.112,-2.112,-0.001,True
POSCAR_Nb2Se2_2_y975,2.132,-2.133,-0.001,True
POSCAR_Nb2Se2_2_z025,2.209,-2.209,-0.001,True
POSCAR_Nb2Se2_2_z050,2.265,-2.265,-0.001,True
POSCAR_Nb2Se2_2_z950,2.007,-2.008,-0.001,True
POSCAR_Nb2Se2_2_z975,2.081,-2.081,-0.001,True
POSCAR_Nb2Te2_4,2.054,-2.055,-0.0,True
POSCAR_Nb2Te2_4_st025,2.149,-2.149,-0.0,True
POSCAR_Nb2Te2_4_st050,2.236,-2.237,-0.0,True
POSCAR_Nb2Te2_4_st950,1.834,-1.834,-0.0,True
POSCAR_Nb2Te2_4_st975,1.951,-1.951,-0.0,True
POSCAR_Nb2Te2_4_x025,2.069,-2.069,-0.0,True
POSCAR_Nb2Te2_4_x050,2.082,-2.082,-0.0,True
POSCAR_Nb2Te2_4_x950,2.02,-2.02,-0.0,True
POSCAR_Nb2Te2_4_x975,2.038,-2.038,-0.0,True
POSCAR_Nb2Te2_4_y025,2.069,-2.069,-0.0,True
POSCAR_Nb2Te2_4_y050,2.082,-2.082,-0.0,True
POSCAR_Nb2Te2_4_y950,2.02,-2.02,-0.0,True
POSCAR_Nb2Te2_4_y975,2.038,-2.038,-0.0,True
POSCAR_Nb2Te2_4_z025,2.12,-2.12,-0.0,True
POSCAR_Nb2Te2_4_z050,2.18,-2.18,-0.0,True
POSCAR_Nb2Te2_4_z950,1.907,-1.907,-0.0,True
POSCAR_Nb2Te2_4_z975,1.984,-1.984,-0.0,True
POSCAR_Ni2O2_5,1.762,-1.762,-0.0,True
POSCAR_Ni2O2_5_st025,1.775,-1.775,-0.0,True
POSCAR_Ni2O2_5_st050,1.787,-1.787,-0.0,True
POSCAR_Ni2O2_5_st950,1.726,-1.726,0.0,True
POSCAR_Ni2O2_5_st975,1.745,-1.745,0.0,True
POSCAR_Ni2O2_5_x025,1.767,-1.767,-0.0,True
POSCAR_Ni2O2_5_x050,1.771,-1.771,0.0,True
POSCAR_Ni2O2_5_x950,1.749,-1.749,0.0,True
POSCAR_Ni2O2_5_x975,1.756,-1.756,-0.0,True
POSCAR_Ni2O2_5_y025,1.767,-1.767,-0.0,True
POSCAR_Ni2O2_5_y050,1.771,-1.771,0.0,True
POSCAR_Ni2O2_5_y950,1.749,-1.749,0.0,True
POSCAR_Ni2O2_5_y975,1.756,-1.756,0.0,True
POSCAR_Ni2O2_5_z025,1.766,-1.766,-0.0,True
POSCAR_Ni2O2_5_z050,1.769,-1.769,-0.0,True
POSCAR_Ni2O2_5_z950,1.751,-1.751,0.0,True
POSCAR_Ni2O2_5_z975,1.757,-1.757,0.0,True
POSCAR_Ni2O4_1,1.782,-1.782,0.0,True
POSCAR_Ni2O4_1_st025,1.792,-1.792,0.0,True
POSCAR_Ni2O4_1_st050,1.802,-1.802,0.0,True
POSCAR_Ni2O4_1_st950,1.758,-1.758,0.0,True
POSCAR_Ni2O4_1_st975,1.77,-1.77,0.0,True
POSCAR_Ni2O4_1_x025,1.785,-1.785,0.0,True
POSCAR_Ni2O4_1_x050,1.787,-1.788,0.0,True
POSCAR_Ni2O4_1_x950,1.773,-1.773,0.0,True
POSCAR_Ni2O4_1_x975,1.778,-1.778,0.0,True
POSCAR_Ni2O4_1_y025,1.786,-1.786,0.0,True
POSCAR_Ni2O4_1_y050,1.789,-1.789,0.0,True
POSCAR_Ni2O4_1_y950,1.772,-1.772,0.0,True
POSCAR_Ni2O4_1_y975,1.777,-1.777,0.0,True
POSCAR_Ni2O4_1_z025,1.785,-1.785,0.0,True
POSCAR_Ni2O4_1_z050,1.788,-1.788,0.0,True
POSCAR_Ni2O4_1_z950,1.774,-1.774,0.0,True
POSCAR_Ni2O4_1_z975,1.778,-1.778,0.0,True
POSCAR_Ni2O4_2,1.783,-1.783,-0.0,True
POSCAR_Ni2O4_2_st025,1.793,-1.793,-0.0,True
POSCAR_Ni2O4_2_st050,1.802,-1.802,0.0,True
POSCAR_Ni2O4_2_st950,1.758,-1.758,-0.0,True
POSCAR_Ni2O4_2_st975,1.771,-1.771,-0.0,True
POSCAR_Ni2O4_2_x025,1.786,-1.786,-0.0,True
POSCAR_Ni2O4_2_x050,1.788,-1.788,-0.0,True
POSCAR_Ni2O4_2_x950,1.774,-1.774,-0.0,True
POSCAR_Ni2O4_2_x975,1.779,-1.779,-0.0,True
POSCAR_Ni2O4_2_y025,1.786,-1.786,0.0,True
POSCAR_Ni2O4_2_y050,1.79,-1.79,0.0,True
POSCAR_Ni2O4_2_y950,1.772,-1.773,-0.0,True
POSCAR_Ni2O4_2_y975,1.778,-1.778,-0.0,True
POSCAR_Ni2O4_2_z025,1.786,-1.786,-0.0,True
POSCAR_Ni2O4_2_z050,1.789,-1.789,-0.0,True
POSCAR_Ni2O4_2_z950,1.775,-1.775,0.0,True
POSCAR_Ni2O4_2_z975,1.779,-1.779,0.0,True
POSCAR_Ni2P4_1,0.016,-0.017,-0.001,True
POSCAR_Ni2P4_1_st025,0.045,-0.045,-0.0,True
POSCAR_Ni2P4_1_x025,0.004,-0.005,-0.0,True
POSCAR_Ni2P4_1_x050,0.0,-0.0,-0.0,True
POSCAR_Ni2P4_1_x950,0.001,0.0,0.001,True
POSCAR_Ni2P4_1_x975,-0.015,-0.016,-0.032,False
POSCAR_Ni2P4_1_y025,0.007,-0.008,-0.001,True
POSCAR_Ni2P4_1_y050,0.0,0.0,0.0,True
POSCAR_Ni2P4_1_y950,-0.0,0.0,0.0,True
POSCAR_Ni2P4_1_y975,-0.0,-0.0,-0.0,True
POSCAR_Ni2P4_1_z025,0.004,-0.004,-0.001,True
POSCAR_Ni2P4_1_z050,0.001,-0.017,-0.016,False
POSCAR_Ni2P4_1_z950,-0.008,-0.007,-0.016,False
POSCAR_Ni2P4_1_z975,0.0,-0.0,-0.0,True
POSCAR_Ni2P8_1,1.255,-1.256,-0.001,True
POSCAR_Ni2P8_1_st025,1.362,-1.362,-0.001,True
POSCAR_Ni2P8_1_st050,1.42,-1.421,-0.001,True
POSCAR_Ni2P8_1_st950,0.705,-0.702,0.004,True
POSCAR_Ni2P8_1_x025,1.269,-1.271,-0.004,True
POSCAR_Ni2P8_1_x050,1.27,-1.27,-0.001,True
POSCAR_Ni2P8_1_x975,1.237,-1.238,-0.001,True
POSCAR_Ni2P8_1_y025,1.272,-1.272,-0.001,True
POSCAR_Ni2P8_1_y050,1.281,-1.282,-0.001,True
POSCAR_Ni2P8_1_y950,1.153,-1.145,0.01,True
POSCAR_Ni2P8_1_y975,1.22,-1.223,-0.006,True
POSCAR_Ni2P8_1_z025,1.331,-1.332,-0.002,True
POSCAR_Ni2P8_1_z050,1.367,-1.368,-0.002,True
POSCAR_Ni2P8_1_z950,0.858,-0.858,0.001,True
POSCAR_Ni2Pb1_1,0.308,-0.309,-0.001,True
POSCAR_Ni2Pb1_1_x025,-0.0,0.0,-0.0,True
POSCAR_Ni2Pb1_1_x050,-0.0,0.0,-0.0,True
POSCAR_Ni2Pb1_1_x950,-0.0,-0.0,-0.0,True
POSCAR_Ni2Pb1_1_x975,-0.0,0.0,0.0,True
POSCAR_Ni2Pb1_1_y025,-0.0,0.0,-0.0,True
POSCAR_Ni2Pb1_1_y050,-0.0,0.0,-0.0,True
POSCAR_Ni2Pb1_1_y950,-0.0,-0.0,-0.0,True
POSCAR_Ni2Pb1_1_y975,-0.0,0.0,-0.0,True
POSCAR_Ni2Pb1_1_z025,-0.0,0.0,0.0,True
POSCAR_Ni2Pb1_1_z050,0.0,-0.0,0.0,True
POSCAR_Ni2Pb1_1_z950,-0.0,0.0,-0.0,True
POSCAR_Ni2Pb1_1_z975,-0.0,0.0,0.0,True
POSCAR_Ni2Pb2_1,0.004,-0.005,-0.001,True
POSCAR_Ni2Pb2_1_x025,-0.0,-0.0,-0.0,True
POSCAR_Ni2Pb2_1_x050,0.0,-0.0,0.0,True
POSCAR_Ni2Pb2_1_x950,0.0,-0.0,-0.0,True
POSCAR_Ni2Pb2_1_x975,-0.0,-0.0,-0.0,True
POSCAR_Ni2Pb2_1_y025,0.0,0.0,0.0,True
POSCAR_Ni2Pb2_1_y050,0.0,-0.0,-0.0,True
POSCAR_Ni2Pb2_1_y950,0.0,-0.0,-0.0,True
POSCAR_Ni2Pb2_1_y975,-0.0,-0.0,-0.0,True
POSCAR_Ni2Pb2_1_z025,-0.001,-0.001,-0.001,True
POSCAR_Ni2Pb2_1_z050,-0.014,-0.014,-0.027,False
POSCAR_Ni2Pb2_1_z950,0.001,-0.001,0.001,True
POSCAR_Ni2Pb2_1_z975,0.0,0.0,0.0,True
POSCAR_Ni2S4_2,1.59,-1.59,-0.0,True
POSCAR_Ni2S4_2_st025,1.634,-1.634,-0.0,True
POSCAR_Ni2S4_2_st050,1.667,-1.667,-0.0,True
POSCAR_Ni2S4_2_st950,1.46,-1.46,-0.0,True
POSCAR_Ni2S4_2_st975,1.534,-1.534,-0.0,True
POSCAR_Ni2S4_2_x025,1.604,-1.605,-0.0,True
POSCAR_Ni2S4_2_x050,1.616,-1.617,-0.0,True
POSCAR_Ni2S4_2_x950,1.554,-1.554,-0.0,True
POSCAR_Ni2S4_2_x975,1.574,-1.574,-0.0,True
POSCAR_Ni2S4_2_y025,1.606,-1.606,-0.0,True
POSCAR_Ni2S4_2_y050,1.619,-1.619,-0.0,True
POSCAR_Ni2S4_2_y950,1.549,-1.549,-0.0,True
POSCAR_Ni2S4_2_y975,1.572,-1.572,-0.0,True
POSCAR_Ni2S4_2_z025,1.606,-1.606,-0.0,True
POSCAR_Ni2S4_2_z050,1.618,-1.618,-0.0,True
POSCAR_Ni2S4_2_z950,1.547,-1.547,-0.0,True
POSCAR_Ni2S4_2_z975,1.571,-1.571,-0.0,True
POSCAR_Ni2Sb4_1,0.009,-0.01,-0.001,True
POSCAR_Ni2Sb4_1_x025,0.0,-0.0,-0.0,True
POSCAR_Ni2Sb4_1_x050,0.0,-0.0,-0.0,True
POSCAR_Ni2Sb4_1_x950,0.0,-0.0,-0.0,True
POSCAR_Ni2Sb4_1_x975,-0.0,-0.0,-0.0,True
POSCAR_Ni2Sb4_1_y025,0.0,-0.0,-0.0,True
POSCAR_Ni2Sb4_1_y050,-0.0,-0.0,-0.0,True
POSCAR_Ni2Sb4_1_y950,0.0,0.0,0.0,True
POSCAR_Ni2Sb4_1_y975,0.0,-0.0,0.0,True
POSCAR_Ni2Sb4_1_z025,0.0,-0.0,0.0,True
POSCAR_Ni2Sb4_1_z050,-0.0,-0.0,-0.0,True
POSCAR_Ni2Sb4_1_z950,0.0,-0.0,0.0,True
POSCAR_Ni2Sb4_1_z975,0.0,0.0,0.0,True
POSCAR_Ni2Se2_1,1.501,-1.501,0.0,True
POSCAR_Ni2Se2_1_st025,1.555,-1.555,0.0,True
POSCAR_Ni2Se2_1_st050,1.598,-1.598,0.0,True
POSCAR_Ni2Se2_1_st950,1.335,-1.335,0.0,True
POSCAR_Ni2Se2_1_st975,1.429,-1.429,0.0,True
POSCAR_Ni2Se2_1_x025,1.517,-1.517,-0.0,True
POSCAR_Ni2Se2_1_x050,1.53,-1.53,-0.0,True
POSCAR_Ni2Se2_1_x950,1.454,-1.454,0.0,True
POSCAR_Ni2Se2_1_x975,1.48,-1.48,0.0,True
POSCAR_Ni2Se2_1_y025,1.517,-1.517,0.0,True
POSCAR_Ni2Se2_1_y050,1.53,-1.53,0.0,True
POSCAR_Ni2Se2_1_y950,1.454,-1.454,-0.0,True
POSCAR_Ni2Se2_1_y975,1.48,-1.48,-0.0,True
POSCAR_Ni2Se2_1_z025,1.524,-1.524,0.0,True
POSCAR_Ni2Se2_1_z050,1.544,-1.544,0.0,True
POSCAR_Ni2Se2_1_z950,1.444,-1.444,0.0,True
POSCAR_Ni2Se2_1_z975,1.474,-1.474,0.0,True
POSCAR_Ni2Se2_2,1.501,-1.501,-0.0,True
POSCAR_Ni2Se2_2_st025,1.556,-1.556,-0.0,True
POSCAR_Ni2Se2_2_st050,1.598,-1.598,-0.0,True
POSCAR_Ni2Se2_2_st950,1.336,-1.336,-0.0,True
POSCAR_Ni2Se2_2_st975,1.43,-1.43,-0.0,True
POSCAR_Ni2Se2_2_x025,1.518,-1.518,-0.0,True
POSCAR_Ni2Se2_2_x050,1.531,-1.531,-0.0,True
POSCAR_Ni2Se2_2_x950,1.454,-1.454,-0.0,True
POSCAR_Ni2Se2_2_x975,1.48,-1.48,-0.0,True
POSCAR_Ni2Se2_2_y025,1.517,-1.518,-0.0,True
POSCAR_Ni2Se2_2_y050,1.53,-1.531,-0.0,True
POSCAR_Ni2Se2_2_y950,1.455,-1.455,-0.0,True
POSCAR_Ni2Se2_2_y975,1.48,-1.48,-0.0,True
POSCAR_Ni2Se2_2_z025,1.524,-1.524,-0.0,True
POSCAR_Ni2Se2_2_z050,1.544,-1.544,-0.0,True
POSCAR_Ni2Se2_2_z950,1.444,-1.444,-0.0,True
POSCAR_Ni2Se2_2_z975,1.474,-1.474,-0.0,True
POSCAR_Ni2Se3_1,1.153,-1.153,0.0,True
POSCAR_Ni2Se3_1_st025,1.2,-1.201,-0.004,True
POSCAR_Ni2Se3_1_st050,1.247,-1.247,-0.001,True
POSCAR_Ni2Se3_1_st975,1.09,-1.091,-0.004,True
POSCAR_Ni2Se3_1_x025,1.182,-1.182,-0.002,True
POSCAR_Ni2Se3_1_x050,1.212,-1.211,0.002,True
POSCAR_Ni2Se3_1_x950,1.029,-1.017,0.026,False
POSCAR_Ni2Se3_1_x975,1.085,-1.083,0.002,True
POSCAR_Ni2Se3_1_y025,1.161,-1.159,0.006,True
POSCAR_Ni2Se3_1_y050,1.166,-1.162,0.012,False
POSCAR_Ni2Se3_1_y950,1.129,-1.131,-0.006,True
POSCAR_Ni2Se3_1_y975,1.143,-1.145,-0.008,True
POSCAR_Ni2Se3_1_z025,1.162,-1.165,-0.009,True
POSCAR_Ni2Se3_1_z050,1.15,-1.155,-0.006,True
POSCAR_Ni2Se3_1_z950,1.122,-1.118,0.008,True
POSCAR_Ni2Se3_1_z975,1.141,-1.138,0.006,True
POSCAR_Ni2Se4_1,1.546,-1.546,0.0,True
POSCAR_Ni2Se4_1_st025,1.594,-1.594,0.0,True
POSCAR_Ni2Se4_1_st050,1.631,-1.631,0.0,True
POSCAR_Ni2Se4_1_st950,1.405,-1.405,0.0,True
POSCAR_Ni2Se4_1_st975,1.485,-1.485,0.0,True
POSCAR_Ni2Se4_1_x025,1.561,-1.561,0.0,True
POSCAR_Ni2Se4_1_x050,1.574,-1.574,0.0,True
POSCAR_Ni2Se4_1_x950,1.505,-1.505,0.0,True
POSCAR_Ni2Se4_1_x975,1.528,-1.527,0.0,True
POSCAR_Ni2Se4_1_y025,1.562,-1.562,0.0,True
POSCAR_Ni2Se4_1_y050,1.575,-1.574,0.0,True
POSCAR_Ni2Se4_1_y950,1.504,-1.504,0.0,True
POSCAR_Ni2Se4_1_y975,1.527,-1.527,0.0,True
POSCAR_Ni2Se4_1_z025,1.563,-1.563,0.0,True
POSCAR_Ni2Se4_1_z050,1.576,-1.576,0.0,True
POSCAR_Ni2Se4_1_z950,1.494,-1.494,0.0,True
POSCAR_Ni2Se4_1_z975,1.523,-1.523,0.0,True
POSCAR_Ni2Te2_1,0.954,-0.955,-0.001,True
POSCAR_Ni2Te2_1_st025,1.157,-1.158,0.0,True
POSCAR_Ni2Te2_1_st050,1.286,-1.287,-0.0,True
POSCAR_Ni2Te2_1_x950,0.056,-0.057,-0.001,True
POSCAR_Ni2Te2_1_x975,0.006,-0.007,-0.001,True
POSCAR_Ni2Te2_1_y025,1.031,-1.035,-0.003,True
POSCAR_Ni2Te2_1_y050,0.917,-0.914,0.006,True
POSCAR_Ni2Te2_1_y950,0.061,-0.048,0.012,False
POSCAR_Ni2Te2_1_y975,0.002,-0.002,0.001,True
POSCAR_Ni2Te2_1_z025,1.044,-1.046,-0.002,True
POSCAR_Ni2Te2_1_z050,1.125,-1.126,-0.0,True
POSCAR_Ni2Te2_1_z975,-0.0,0.001,0.001,True
POSCAR_O2Rh2_7,2.365,-2.365,0.0,True
POSCAR_O2Rh2_7_x025,2.381,-2.381,0.0,True
POSCAR_O2Rh2_7_x050,2.393,-2.392,0.0,True
POSCAR_O2Rh2_7_x950,2.3,-2.298,0.005,True
POSCAR_O2Rh2_7_x975,2.323,-2.322,0.002,True
POSCAR_O2Rh2_7_y025,2.38,-2.38,0.0,True
POSCAR_O2Rh2_7_y050,2.391,-2.391,0.0,True
POSCAR_O2Rh2_7_y950,2.297,-2.299,-0.005,True
POSCAR_O2Rh2_7_y975,2.318,-2.321,-0.005,True
POSCAR_O2Rh2_7_z025,2.378,-2.378,0.0,True
POSCAR_O2Rh2_7_z050,2.389,-2.389,0.0,True
POSCAR_O2Rh2_7_z950,2.33,-2.33,0.0,True
POSCAR_O2Rh2_7_z975,2.352,-2.352,0.0,True
POSCAR_O2Sc2_2,0.346,-0.346,0.0,True
POSCAR_O2Sc2_2_st025,0.346,-0.346,-0.0,True
POSCAR_O2Sc2_2_st050,0.348,-0.348,-0.0,True
POSCAR_O2Sc2_2_st950,0.35,-0.35,0.0,True
POSCAR_O2Sc2_2_st975,0.347,-0.347,0.0,True
POSCAR_O2Sc2_2_x025,0.34,-0.34,0.0,True
POSCAR_O2Sc2_2_x050,0.334,-0.334,0.0,True
POSCAR_O2Sc2_2_x950,0.356,-0.356,0.0,True
POSCAR_O2Sc2_2_x975,0.351,-0.351,0.0,True
POSCAR_O2Sc2_2_y025,0.34,-0.34,0.0,True
POSCAR_O2Sc2_2_y050,0.334,-0.334,0.0,True
POSCAR_O2Sc2_2_y950,0.356,-0.356,0.0,True
POSCAR_O2Sc2_2_y975,0.351,-0.351,0.0,True
POSCAR_O2Sc2_2_z025,0.355,-0.355,-0.0,True
POSCAR_O2Sc2_2_z050,0.364,-0.364,-0.0,True
POSCAR_O2Sc2_2_z950,0.322,-0.322,0.0,True
POSCAR_O2Sc2_2_z975,0.335,-0.334,0.0,True
POSCAR_O2Ti2_7,0.289,-0.291,-0.002,True
POSCAR_O2Ti2_7_st050,0.563,-0.561,0.002,True
POSCAR_O2Ti2_7_x025,0.023,0.018,0.04,False
POSCAR_O2Ti2_7_x050,0.39,-0.393,-0.003,True
POSCAR_O2Ti2_7_x950,0.045,-0.043,0.002,True
POSCAR_O2Ti2_7_x975,0.0,-0.001,-0.0,True
POSCAR_O2Ti2_7_y025,0.018,0.019,0.036,False
POSCAR_O2Ti2_7_y050,0.394,-0.399,-0.005,True
POSCAR_O2Ti2_7_y950,0.046,-0.044,0.002,True
POSCAR_O2Ti2_7_y975,0.0,-0.001,-0.0,True
POSCAR_O2Ti2_7_z025,0.023,-0.007,0.017,False
POSCAR_O2Ti2_7_z050,0.005,-0.003,0.002,True
POSCAR_O2Ti2_7_z950,0.357,-0.357,-0.0,True
POSCAR_O2Ti2_7_z975,-0.002,-0.006,-0.008,True
POSCAR_O2V2_3,2.637,-2.637,-0.0,True
POSCAR_O2V2_3_st025,2.661,-2.661,-0.0,True
POSCAR_O2V2_3_st050,2.681,-2.681,-0.0,True
POSCAR_O2V2_3_st950,2.575,-2.575,-0.0,True
POSCAR_O2V2_3_st975,2.609,-2.609,-0.0,True
POSCAR_O2V2_3_x025,2.641,-2.641,-0.0,True
POSCAR_O2V2_3_x050,2.643,-2.643,-0.0,True
POSCAR_O2V2_3_x950,2.627,-2.627,-0.0,True
POSCAR_O2V2_3_x975,2.633,-2.633,-0.0,True
POSCAR_O2V2_3_y025,2.641,-2.641,-0.0,True
POSCAR_O2V2_3_y050,2.643,-2.643,-0.0,True
POSCAR_O2V2_3_y950,2.627,-2.627,-0.0,True
POSCAR_O2V2_3_y975,2.633,-2.633,-0.0,True
POSCAR_O2V2_3_z025,2.653,-2.653,-0.0,True
POSCAR_O2V2_3_z050,2.666,-2.666,-0.0,True
POSCAR_O2V2_3_z950,2.594,-2.594,-0.0,True
POSCAR_O2V2_3_z975,2.618,-2.618,-0.0,True
POSCAR_O2Y2_1,0.244,-0.244,0.0,True
POSCAR_O2Y2_1_x025,0.001,0.001,0.001,True
POSCAR_O2Y2_1_x050,0.0,-0.0,0.0,True
POSCAR_O2Y2_1_x950,-0.0,-0.0,-0.0,True
POSCAR_O2Y2_1_x975,-0.0,0.0,0.0,True
POSCAR_O2Y2_1_y025,0.001,0.001,0.002,True
POSCAR_O2Y2_1_y050,0.0,0.001,0.001,True
POSCAR_O2Y2_1_y950,0.0,-0.001,-0.001,True
POSCAR_O2Y2_1_y975,0.001,0.001,0.001,True
POSCAR_O2Y2_1_z025,0.001,0.001,0.001,True
POSCAR_O2Y2_1_z050,0.0,0.0,0.001,True
POSCAR_O2Y2_1_z950,-0.014,-0.014,-0.03,False
POSCAR_O2Y2_1_z975,0.001,0.001,0.002,True
POSCAR_O2Y2_4,-0.013,0.012,-0.002,True
POSCAR_O2Y2_4_x025,-0.0,-0.0,-0.0,True
POSCAR_O2Y2_4_x050,-0.0,-0.0,-0.0,True
POSCAR_O2Y2_4_x950,0.0,0.0,0.0,True
POSCAR_O2Y2_4_x975,0.0,0.0,0.0,True
POSCAR_O2Y2_4_y025,0.001,0.0,0.001,True
POSCAR_O2Y2_4_y050,0.0,0.0,0.0,True
POSCAR_O2Y2_4_y950,-0.0,0.0,-0.0,True
POSCAR_O2Y2_4_y975,-0.0,-0.0,-0.0,True
POSCAR_O2Y2_4_z025,0.0,0.0,0.0,True
POSCAR_O2Y2_4_z050,-0.0,-0.0,-0.0,True
POSCAR_O2Y2_4_z950,-0.0,-0.0,-0.0,True
POSCAR_O2Y2_4_z975,-0.001,-0.001,-0.002,True
POSCAR_O3Zr2_1,-0.001,-0.001,-0.001,True
POSCAR_O3Zr2_1_x025,-0.0,-0.0,-0.0,True
POSCAR_O3Zr2_1_x050,0.0,0.0,0.0,True
POSCAR_O3Zr2_1_x950,-0.0,-0.0,-0.0,True
