filename,ion1 tot
POSCAR_Fe2P2_3_st025,3.071
POSCAR_Fe2P2_3_st050,3.162
POSCAR_Fe2P2_3_st950,2.599
POSCAR_Fe2P2_3_st975,2.814
POSCAR_Fe2P2_3_x025,2.999
POSCAR_Fe2P2_3_x050,3.035
POSCAR_Fe2P2_3_x950,2.881
POSCAR_Fe2P2_3_x975,2.922
POSCAR_Fe2P2_3_y025,2.999
POSCAR_Fe2P2_3_y050,3.035
POSCAR_Fe2P2_3_y950,2.882
POSCAR_Fe2P2_3_y975,2.922
POSCAR_Fe2P2_3_z025,3.004
POSCAR_Fe2P2_3_z050,3.042
POSCAR_Fe2P2_3_z950,2.852
POSCAR_Fe2P2_3_z975,2.91
POSCAR_Fe2P4_1,1.958
POSCAR_Fe2P4_1_st025,2.291
POSCAR_Fe2P4_1_x025,2.052
POSCAR_Fe2P4_1_x975,1.852
POSCAR_Fe2P4_1_y025,2.071
POSCAR_Fe2P4_1_y050,2.195
POSCAR_Fe2P4_1_y975,1.836
POSCAR_Fe2P4_1_z025,2.102
POSCAR_Fe2P4_1_z050,2.236
POSCAR_Fe2P4_1_z950,1.721
POSCAR_Fe2P5_1,2.07
POSCAR_Fe2P5_1_st025,2.328
POSCAR_Fe2P5_1_st975,1.775
POSCAR_Fe2P5_1_x025,2.162
POSCAR_Fe2P5_1_y025,2.174
POSCAR_Fe2P5_1_z025,2.138
POSCAR_Fe2P6_2,1.738
POSCAR_Fe2P6_2_st025,2.003
POSCAR_Fe2P6_2_st950,1.323
POSCAR_Fe2P6_2_st975,1.501
POSCAR_Fe2P6_2_x025,1.836
POSCAR_Fe2P6_2_x975,1.651
POSCAR_Fe2P6_2_y025,1.827
POSCAR_Fe2P6_2_y950,1.585
POSCAR_Fe2P6_2_y975,1.657
POSCAR_Fe2P6_2_z025,1.825
POSCAR_Fe2P6_2_z050,1.926
POSCAR_Fe2P6_2_z950,1.591
POSCAR_Fe2P6_2_z975,1.661
POSCAR_Fe2P8_1,3.284
POSCAR_Fe2P8_1_st025,3.403
POSCAR_Fe2P8_1_st050,3.479
POSCAR_Fe2P8_1_st975,3.013
POSCAR_Fe2P8_1_x025,3.327
POSCAR_Fe2P8_1_x050,3.363
POSCAR_Fe2P8_1_x950,3.14
POSCAR_Fe2P8_1_x975,3.228
POSCAR_Fe2P8_1_y025,3.323
POSCAR_Fe2P8_1_y050,3.356
POSCAR_Fe2P8_1_y950,3.188
POSCAR_Fe2P8_1_y975,3.239
POSCAR_Fe2P8_1_z025,3.339
POSCAR_Fe2P8_1_z050,3.38
POSCAR_Fe2P8_1_z950,3.125
POSCAR_Fe2P8_1_z975,3.213
POSCAR_Fe2Pb2_1,3.096
POSCAR_Fe2Pb2_1_st025,3.139
POSCAR_Fe2Pb2_1_st050,3.174
POSCAR_Fe2Pb2_1_st950,2.986
POSCAR_Fe2Pb2_1_x025,3.11
POSCAR_Fe2Pb2_1_x050,3.124
POSCAR_Fe2Pb2_1_x950,3.064
POSCAR_Fe2Pb2_1_x975,3.078
POSCAR_Fe2Pb2_1_y025,3.113
POSCAR_Fe2Pb2_1_y050,3.128
POSCAR_Fe2Pb2_1_y950,3.053
POSCAR_Fe2Pb2_1_y975,3.074
POSCAR_Fe2Pb2_1_z025,3.104
POSCAR_Fe2Pb2_1_z050,3.112
POSCAR_Fe2Pb2_1_z950,3.077
POSCAR_Fe2Pb2_1_z975,3.084
POSCAR_Fe2Pb4_2,3.008
POSCAR_Fe2Pb4_2_st025,3.047
POSCAR_Fe2Pb4_2_st050,3.081
POSCAR_Fe2Pb4_2_st950,2.906
POSCAR_Fe2Pb4_2_st975,2.96
POSCAR_Fe2Pb4_2_x025,3.022
POSCAR_Fe2Pb4_2_x050,3.038
POSCAR_Fe2Pb4_2_x950,2.972
POSCAR_Fe2Pb4_2_x975,2.992
POSCAR_Fe2Pb4_2_y025,3.025
POSCAR_Fe2Pb4_2_y050,3.042
POSCAR_Fe2Pb4_2_y950,2.967
POSCAR_Fe2Pb4_2_y975,2.986
POSCAR_Fe2Pb4_2_z025,3.375
POSCAR_Fe2Pb4_2_z050,3.41
POSCAR_Fe2Pb4_2_z950,2.987
POSCAR_Fe2Pb4_2_z975,2.998
POSCAR_Fe2S4_1,3.576
POSCAR_Fe2S4_1_st025,3.622
POSCAR_Fe2S4_1_st050,3.656
POSCAR_Fe2S4_1_st950,3.43
POSCAR_Fe2S4_1_st975,3.515
POSCAR_Fe2S4_1_x025,3.591
POSCAR_Fe2S4_1_x050,3.604
POSCAR_Fe2S4_1_x950,3.538
POSCAR_Fe2S4_1_x975,3.559
POSCAR_Fe2S4_1_y025,3.591
POSCAR_Fe2S4_1_y050,3.604
POSCAR_Fe2S4_1_y950,3.54
POSCAR_Fe2S4_1_y975,3.559
POSCAR_Fe2S4_1_z025,3.595
POSCAR_Fe2S4_1_z050,3.611
POSCAR_Fe2S4_1_z950,3.526
POSCAR_Fe2S4_1_z975,3.553
POSCAR_Fe2Se2_1,3.57
POSCAR_Fe2Se2_1_st025,3.609
POSCAR_Fe2Se2_1_st050,3.64
POSCAR_Fe2Se2_1_st950,3.457
POSCAR_Fe2Se2_1_st975,3.52
POSCAR_Fe2Se2_1_x025,3.584
POSCAR_Fe2Se2_1_x950,3.529
POSCAR_Fe2Se2_1_x975,3.555
POSCAR_Fe2Se2_1_y025,3.584
POSCAR_Fe2Se2_1_y050,3.591
POSCAR_Fe2Se2_1_y950,3.527
POSCAR_Fe2Se2_1_y975,3.554
POSCAR_Fe2Se2_1_z025,3.584
POSCAR_Fe2Se2_1_z050,3.597
POSCAR_Fe2Se2_1_z950,3.535
POSCAR_Fe2Se2_1_z975,3.554
POSCAR_Fe2Se4_1,3.567
POSCAR_Fe2Se4_1_st025,3.611
POSCAR_Fe2Se4_1_st050,3.645
POSCAR_Fe2Se4_1_st950,3.432
POSCAR_Fe2Se4_1_st975,3.51
POSCAR_Fe2Se4_1_x025,3.582
POSCAR_Fe2Se4_1_x050,3.596
POSCAR_Fe2Se4_1_x950,3.526
POSCAR_Fe2Se4_1_x975,3.549
POSCAR_Fe2Se4_1_y025,3.58
POSCAR_Fe2Se4_1_y050,3.592
POSCAR_Fe2Se4_1_y950,3.534
POSCAR_Fe2Se4_1_y975,3.552
POSCAR_Fe2Se4_1_z025,3.584
POSCAR_Fe2Se4_1_z050,3.598
POSCAR_Fe2Se4_1_z950,3.522
POSCAR_Fe2Se4_1_z975,3.547
POSCAR_Fe2Se8_1,3.74
POSCAR_Fe2Se8_1_st950,3.624
POSCAR_Fe2Se8_1_st975,3.69
POSCAR_Fe2Se8_1_x025,3.755
POSCAR_Fe2Se8_1_x050,3.762
POSCAR_Fe2Se8_1_x950,3.695
POSCAR_Fe2Se8_1_x975,3.72
POSCAR_Fe2Se8_1_y025,3.751
POSCAR_Fe2Se8_1_y050,3.761
POSCAR_Fe2Se8_1_y950,3.702
POSCAR_Fe2Se8_1_y975,3.725
POSCAR_Fe2Se8_1_z025,3.751
POSCAR_Fe2Se8_1_z050,3.761
POSCAR_Fe2Se8_1_z950,3.705
POSCAR_Fe2Se8_1_z975,3.725
POSCAR_Fe2Si2_3,2.632
POSCAR_Fe2Si2_3_st025,2.836
POSCAR_Fe2Si2_3_st050,3.002
POSCAR_Fe2Si2_3_st950,2.198
POSCAR_Fe2Si2_3_st975,2.411
POSCAR_Fe2Si2_3_x025,2.715
POSCAR_Fe2Si2_3_x050,2.777
POSCAR_Fe2Si2_3_x950,2.474
POSCAR_Fe2Si2_3_x975,2.545
POSCAR_Fe2Si2_3_y025,2.711
POSCAR_Fe2Si2_3_y050,2.776
POSCAR_Fe2Si2_3_y950,2.478
POSCAR_Fe2Si2_3_y975,2.544
POSCAR_Fe2Si2_3_z025,2.713
POSCAR_Fe2Si2_3_z050,2.784
POSCAR_Fe2Si2_3_z950,2.476
POSCAR_Fe2Si2_3_z975,2.538
POSCAR_Fe2Si2_4,2.681
POSCAR_Fe2Si2_4_st025,2.982
POSCAR_Fe2Si2_4_x050,2.744
POSCAR_Fe2Si2_4_x950,2.51
POSCAR_Fe2Si2_4_y025,2.81
POSCAR_Fe2Si2_4_y050,2.745
POSCAR_Fe2Si2_4_y950,2.51
POSCAR_Fe2Si2_4_y975,2.604
POSCAR_Fe2Si2_4_z025,2.731
POSCAR_Fe2Si2_4_z050,2.79
POSCAR_Fe2Si2_4_z975,2.647
POSCAR_Fe2Sn10_2,3.35
POSCAR_Fe2Sn10_2_st025,3.44
POSCAR_Fe2Sn10_2_st975,3.23
POSCAR_Fe2Sn10_2_x025,3.364
POSCAR_Fe2Sn10_2_x950,3.277
POSCAR_Fe2Sn10_2_x975,3.314
POSCAR_Fe2Sn10_2_y025,3.365
POSCAR_Fe2Sn10_2_y050,3.39
POSCAR_Fe2Sn10_2_y950,3.277
POSCAR_Fe2Sn10_2_y975,3.313
POSCAR_Fe2Sn10_2_z025,3.382
POSCAR_Fe2Sn10_2_z050,3.412
POSCAR_Fe2Sn10_2_z950,3.156
POSCAR_Fe2Sn2_1,3.092
POSCAR_Fe2Sn2_1_st050,3.173
POSCAR_Fe2Sn2_1_st975,3.024
POSCAR_Fe2Sn2_1_x950,3.053
POSCAR_Fe2Sn2_1_x975,3.077
POSCAR_Fe2Sn2_1_y950,3.057
POSCAR_Fe2Sn2_1_y975,3.076
POSCAR_Fe2Sn2_1_z025,3.117
POSCAR_Fe2Sn2_1_z050,3.141
POSCAR_Fe2Sn2_1_z950,2.966
POSCAR_Fe2Sn3_1,3.111
POSCAR_Fe2Sn3_1_st025,3.175
POSCAR_Fe2Sn3_1_st050,3.223
POSCAR_Fe2Sn3_1_st975,3.04
POSCAR_Fe2Sn3_1_x025,3.119
POSCAR_Fe2Sn3_1_x050,3.127
POSCAR_Fe2Sn3_1_x950,3.064
POSCAR_Fe2Sn3_1_x975,3.094
POSCAR_Fe2Sn3_1_y025,3.133
POSCAR_Fe2Sn3_1_y050,3.155
POSCAR_Fe2Sn3_1_y950,3.039
POSCAR_Fe2Sn3_1_y975,3.077
POSCAR_Fe2Sn3_1_z025,3.13
POSCAR_Fe2Sn3_1_z050,3.116
POSCAR_Fe2Sn3_1_z950,3.058
POSCAR_Fe2Sn3_1_z975,3.086
POSCAR_Fe2Sn4_3,3.068
POSCAR_Fe2Sn4_3_st025,3.117
POSCAR_Fe2Sn4_3_st050,3.155
POSCAR_Fe2Sn4_3_st950,2.921
POSCAR_Fe2Sn4_3_st975,3.006
POSCAR_Fe2Sn4_3_x025,3.088
POSCAR_Fe2Sn4_3_x050,3.105
POSCAR_Fe2Sn4_3_x950,3.024
POSCAR_Fe2Sn4_3_x975,3.051
POSCAR_Fe2Sn4_3_y025,3.082
POSCAR_Fe2Sn4_3_y050,3.093
POSCAR_Fe2Sn4_3_y950,3.035
POSCAR_Fe2Sn4_3_y975,3.053
POSCAR_Fe2Sn4_3_z025,3.086
POSCAR_Fe2Sn4_3_z050,3.103
POSCAR_Fe2Sn4_3_z950,3.023
POSCAR_Fe2Sn4_3_z975,3.05
POSCAR_Fe2Sn8_2,3.111
POSCAR_Fe2Sn8_2_st025,3.235
POSCAR_Fe2Sn8_2_x025,3.152
POSCAR_Fe2Sn8_2_x950,3.023
POSCAR_Fe2Sn8_2_x975,3.069
POSCAR_Fe2Sn8_2_y025,3.154
POSCAR_Fe2Sn8_2_y950,3.019
POSCAR_Fe2Sn8_2_y975,3.068
POSCAR_Fe2Sn8_2_z025,3.162
POSCAR_Fe2Sn8_2_z050,3.209
POSCAR_Fe2Sn8_2_z950,2.997
POSCAR_Fe2Sn8_2_z975,3.055
POSCAR_Fe2Te2_1,3.496
POSCAR_Fe2Te2_1_st025,3.545
POSCAR_Fe2Te2_1_st050,3.585
POSCAR_Fe2Te2_1_st950,3.353
POSCAR_Fe2Te2_1_st975,3.434
POSCAR_Fe2Te2_1_x025,3.511
POSCAR_Fe2Te2_1_x050,3.524
POSCAR_Fe2Te2_1_y025,3.516
POSCAR_Fe2Te2_1_y950,3.45
POSCAR_Fe2Te2_1_y975,3.474
POSCAR_Fe2Te2_1_z025,3.515
POSCAR_Fe2Te2_1_z050,3.531
POSCAR_Fe2Te2_1_z950,3.452
POSCAR_Fe2Te2_1_z975,3.475
POSCAR_Fe2Te4_1,3.509
POSCAR_Fe2Te4_1_st025,3.563
POSCAR_Fe2Te4_1_st050,3.605
POSCAR_Fe2Te4_1_st950,3.347
POSCAR_Fe2Te4_1_st975,3.441
POSCAR_Fe2Te4_1_x025,3.529
POSCAR_Fe2Te4_1_x050,3.547
POSCAR_Fe2Te4_1_x950,3.458
POSCAR_Fe2Te4_1_x975,3.487
POSCAR_Fe2Te4_1_y025,3.526
POSCAR_Fe2Te4_1_y050,3.54
POSCAR_Fe2Te4_1_y950,3.468
POSCAR_Fe2Te4_1_y975,3.49
POSCAR_Fe2Te4_1_z025,3.529
POSCAR_Fe2Te4_1_z050,3.545
POSCAR_Fe2Te4_1_z950,3.459
POSCAR_Fe2Te4_1_z975,3.486
POSCAR_Fe2Te6_1,3.399
POSCAR_Fe2Te6_1_x025,3.425
POSCAR_Fe2Te6_1_x050,3.449
POSCAR_Fe2Te6_1_x950,3.329
POSCAR_Fe2Tl3_1,3.099
POSCAR_Fe2Tl3_1_st050,3.192
POSCAR_Fe2Tl3_1_st950,2.994
POSCAR_Fe2Tl3_1_st975,3.054
POSCAR_Fe2Tl3_1_x025,3.122
POSCAR_Fe2Tl3_1_x050,3.143
POSCAR_Fe2Tl3_1_x950,3.066
POSCAR_Fe2Tl3_1_x975,3.086
POSCAR_Fe2Tl3_1_y025,3.119
POSCAR_Fe2Tl3_1_y950,3.079
POSCAR_Fe2Tl3_1_y975,3.09
POSCAR_Fe2Tl3_1_z025,3.111
POSCAR_Fe2Tl3_1_z050,3.126
POSCAR_Fe2Tl3_1_z950,3.081
POSCAR_Fe2Tl3_1_z975,3.089
POSCAR_Ga2Ru2_4,1.111
POSCAR_Ga2Ru2_4_st025,1.248
POSCAR_Ga2Ru2_4_x025,1.132
POSCAR_Ga2Ru2_4_x050,1.255
POSCAR_Ga2Ru2_4_x950,0.864
POSCAR_Ga2Ru2_4_x975,0.736
POSCAR_Ga2Ru2_4_y025,1.133
POSCAR_Ga2Ru2_4_y050,1.255
POSCAR_Ga2Ru2_4_y950,0.864
POSCAR_Ga2Ru2_4_y975,0.736
POSCAR_Ga2Ru2_4_z025,1.148
POSCAR_Ga2Ru2_4_z975,0.945
POSCAR_Ga4Ti2_1,0.002
POSCAR_Ga4Ti2_1_x050,0.003
POSCAR_Ga4Ti2_1_y050,0.002
POSCAR_Ga4Ti2_1_z025,0.001
POSCAR_Ge2Mn2_2,4.235
POSCAR_Ge2Mn2_2_st025,4.336
POSCAR_Ge2Mn2_2_st050,4.422
POSCAR_Ge2Mn2_2_st950,3.951
POSCAR_Ge2Mn2_2_st975,4.112
POSCAR_Ge2Mn2_2_x025,4.27
POSCAR_Ge2Mn2_2_x050,4.299
POSCAR_Ge2Mn2_2_x950,4.153
POSCAR_Ge2Mn2_2_x975,4.197
POSCAR_Ge2Mn2_2_y025,4.27
POSCAR_Ge2Mn2_2_y050,4.3
POSCAR_Ge2Mn2_2_y950,4.151
POSCAR_Ge2Mn2_2_y975,4.196
POSCAR_Ge2Mn2_2_z025,4.275
POSCAR_Ge2Mn2_2_z050,4.32
POSCAR_Ge2Mn2_2_z950,4.16
POSCAR_Ge2Mn2_2_z975,4.196
POSCAR_Ge2Mn2_3,4.303
POSCAR_Ge2Mn2_3_st025,4.38
POSCAR_Ge2Mn2_3_st050,4.444
POSCAR_Ge2Mn2_3_st975,4.206
POSCAR_Ge2Mn2_3_x025,4.34
POSCAR_Ge2Mn2_3_x050,4.372
POSCAR_Ge2Mn2_3_x950,4.218
POSCAR_Ge2Mn2_3_x975,4.264
POSCAR_Ge2Mn2_3_y025,4.337
POSCAR_Ge2Mn2_3_y050,4.369
POSCAR_Ge2Mn2_3_y950,4.217
POSCAR_Ge2Mn2_3_y975,4.262
POSCAR_Ge2Mn2_3_z025,4.313
POSCAR_Ge2Mn2_3_z050,4.321
POSCAR_Ge2Mn2_3_z975,4.29
POSCAR_Ge2Mo2_2,0.519
POSCAR_Ge2Mo2_2_st050,0.814
POSCAR_Ge2Mo2_2_st950,0.319
POSCAR_Ge2Mo2_2_st975,0.399
POSCAR_Ge2Mo2_2_x025,0.571
POSCAR_Ge2Mo2_2_x050,0.629
POSCAR_Ge2Mo2_2_x950,0.378
POSCAR_Ge2Mo2_2_x975,0.447
POSCAR_Ge2Mo2_2_y025,0.571
POSCAR_Ge2Mo2_2_y050,0.629
POSCAR_Ge2Mo2_2_y950,0.378
POSCAR_Ge2Mo2_2_y975,0.447
POSCAR_Ge2Mo2_2_z025,0.516
POSCAR_Ge2Mo2_2_z050,0.488
POSCAR_Ge2Mo2_2_z950,0.51
POSCAR_Ge2Mo2_2_z975,0.52
POSCAR_Ge2Ru2_2,1.008
POSCAR_Ge2Ru2_2_st025,1.359
POSCAR_Ge2Ru2_2_st050,1.609
POSCAR_Ge2Ru2_2_st950,0.148
POSCAR_Ge2Ru2_2_st975,0.734
POSCAR_Ge2Ru2_2_x025,1.101
POSCAR_Ge2Ru2_2_x050,1.262
POSCAR_Ge2Ru2_2_x950,0.782
POSCAR_Ge2Ru2_2_x975,0.935
POSCAR_Ge2Ru2_2_y025,1.101
POSCAR_Ge2Ru2_2_y050,1.261
POSCAR_Ge2Ru2_2_y950,0.838
POSCAR_Ge2Ru2_2_y975,0.93
POSCAR_Ge2Ru2_2_z025,1.086
POSCAR_Ge2Ru2_2_z050,1.247
POSCAR_Ge2Ru2_2_z950,0.775
POSCAR_Ge2Ru2_2_z975,0.838
POSCAR_Ge2V2_2,2.655
POSCAR_Ge2V2_2_st950,2.535
POSCAR_Ge2V2_2_x025,2.673
POSCAR_Ge2V2_2_x050,2.694
POSCAR_Ge2V2_2_x950,2.62
POSCAR_Ge2V2_2_x975,2.639
POSCAR_Ge2V2_2_y025,2.673
POSCAR_Ge2V2_2_y050,2.694
POSCAR_Ge2V2_2_y950,2.62
POSCAR_Ge2V2_2_y975,2.639
POSCAR_Ge2V2_2_z025,2.675
POSCAR_Ge2V2_2_z050,2.699
POSCAR_Ge2V2_2_z950,2.622
POSCAR_Ge2V2_2_z975,2.636
POSCAR_Ge2V2_3,2.664
POSCAR_Ge2V2_3_st025,2.7
POSCAR_Ge2V2_3_st050,2.73
POSCAR_Ge2V2_3_st950,2.569
POSCAR_Ge2V2_3_st975,2.622
POSCAR_Ge2V2_3_x025,2.682
POSCAR_Ge2V2_3_x050,2.7
POSCAR_Ge2V2_3_x950,2.616
POSCAR_Ge2V2_3_x975,2.641
POSCAR_Ge2V2_3_y025,2.683
POSCAR_Ge2V2_3_y050,2.7
POSCAR_Ge2V2_3_y950,2.616
POSCAR_Ge2V2_3_y975,2.64
POSCAR_Ge2V2_3_z025,2.663
POSCAR_Ge2V2_3_z050,2.661
POSCAR_Ge2V2_3_z950,2.672
POSCAR_Ge2V2_3_z975,2.668
POSCAR_Ge4V2_1,2.431
POSCAR_Ge4V2_1_st025,2.54
POSCAR_Ge4V2_1_st050,2.608
POSCAR_Ge4V2_1_st950,2.133
POSCAR_Ge4V2_1_st975,2.305
POSCAR_I4Mn2_1,4.588
POSCAR_I4Mn2_1_st025,4.618
POSCAR_I4Mn2_1_st050,4.643
POSCAR_I4Mn2_1_st950,4.508
POSCAR_I4Mn2_1_st975,4.552
POSCAR_I4Mn2_1_x025,4.601
POSCAR_I4Mn2_1_x050,4.612
POSCAR_I4Mn2_1_x950,4.559
POSCAR_I4Mn2_1_x975,4.575
POSCAR_I4Mn2_1_y025,4.598
POSCAR_I4Mn2_1_y050,4.607
POSCAR_I4Mn2_1_y950,4.568
POSCAR_I4Mn2_1_y975,4.578
POSCAR_I4Mn2_1_z025,4.598
POSCAR_I4Mn2_1_z050,4.607
POSCAR_I4Mn2_1_z950,4.568
POSCAR_I4Mn2_1_z975,4.578
POSCAR_I4Nb2_1,2.507
POSCAR_I4Nb2_1_st025,2.576
POSCAR_I4Nb2_1_st050,2.642
POSCAR_I4Nb2_1_st950,2.355
POSCAR_I4Nb2_1_st975,2.434
POSCAR_I4Nb2_1_x025,2.53
POSCAR_I4Nb2_1_x050,2.553
POSCAR_I4Nb2_1_x950,2.461
POSCAR_I4Nb2_1_x975,2.484
POSCAR_I4Nb2_1_y025,2.531
POSCAR_I4Nb2_1_y050,2.554
POSCAR_I4Nb2_1_y950,2.457
POSCAR_I4Nb2_1_y975,2.482
POSCAR_I4Nb2_1_z025,2.531
POSCAR_I4Nb2_1_z050,2.554
POSCAR_I4Nb2_1_z950,2.457
POSCAR_I4Nb2_1_z975,2.482
POSCAR_I4Ni2_1,1.697
POSCAR_I4Ni2_1_st025,1.731
POSCAR_I4Ni2_1_st050,1.756
POSCAR_I4Ni2_1_st950,1.583
POSCAR_I4Ni2_1_st975,1.65
POSCAR_I4Ni2_1_x025,1.709
POSCAR_I4Ni2_1_x050,1.718
POSCAR_I4Ni2_1_x950,1.664
POSCAR_I4Ni2_1_x975,1.682
POSCAR_I4Ni2_1_y025,1.71
POSCAR_I4Ni2_1_y050,1.72
POSCAR_I4Ni2_1_y950,1.662
POSCAR_I4Ni2_1_y975,1.681
POSCAR_I4Ni2_1_z025,1.708
POSCAR_I4Ni2_1_z050,1.717
POSCAR_I4Ni2_1_z950,1.665
POSCAR_I4Ni2_1_z975,1.683
POSCAR_I4Rh2_1,0.833
POSCAR_I4Rh2_1_x025,0.842
POSCAR_I4Rh2_1_x050,0.851
POSCAR_I4Rh2_1_x950,0.818
POSCAR_I4Rh2_1_x975,0.826
POSCAR_I4Rh2_1_y025,0.857
POSCAR_I4Rh2_1_y050,0.879
POSCAR_I4Rh2_1_y950,0.783
POSCAR_I4Rh2_1_y975,0.809
POSCAR_I4Rh2_1_z025,0.857
POSCAR_I4Rh2_1_z050,0.879
POSCAR_I4Rh2_1_z950,0.783
POSCAR_I4Rh2_1_z975,0.809
POSCAR_I4Ti2_1,1.663
POSCAR_I4Ti2_1_st025,1.687
POSCAR_I4Ti2_1_st050,1.706
POSCAR_I4Ti2_1_st975,1.635
POSCAR_I4Ti2_1_x025,1.672
POSCAR_I4Ti2_1_x050,1.68
POSCAR_I4Ti2_1_x950,1.643
POSCAR_I4Ti2_1_x975,1.654
POSCAR_I4Ti2_1_y025,1.671
POSCAR_I4Ti2_1_y050,1.678
POSCAR_I4Ti2_1_y950,1.646
POSCAR_I4Ti2_1_y975,1.655
POSCAR_I4Ti2_1_z025,1.671
POSCAR_I4Ti2_1_z050,1.678
POSCAR_I4Ti2_1_z950,1.646
POSCAR_I4Ti2_1_z975,1.655
POSCAR_I6Nb2_1,1.738
POSCAR_I6Nb2_1_st025,1.796
POSCAR_I6Nb2_1_st050,1.851
POSCAR_I6Nb2_1_st950,1.602
POSCAR_I6Nb2_1_st975,1.673
POSCAR_I6Nb2_1_x025,1.759
POSCAR_I6Nb2_1_x050,1.78
POSCAR_I6Nb2_1_x950,1.697
POSCAR_I6Nb2_1_x975,1.717
POSCAR_I6Nb2_1_y025,1.758
POSCAR_I6Nb2_1_y050,1.78
POSCAR_I6Nb2_1_y950,1.697
POSCAR_I6Nb2_1_y975,1.717
POSCAR_I6Nb2_1_z025,1.757
POSCAR_I6Nb2_1_z050,1.777
POSCAR_I6Nb2_1_z950,1.697
POSCAR_I6Nb2_1_z975,1.718
POSCAR_In6Mo2_1,3.552
POSCAR_In6Mo2_1_x950,3.464
POSCAR_In6Mo2_1_x975,3.511
POSCAR_In6Mo2_1_y025,3.594
POSCAR_In6Mo2_1_y050,3.633
POSCAR_In6Mo2_1_z025,3.593
POSCAR_In6Mo2_1_z050,3.63
POSCAR_In8Mn2_3,4.441
POSCAR_In8Mn2_3_st025,4.504
POSCAR_In8Mn2_3_st050,4.557
POSCAR_In8Mn2_3_st950,4.258
POSCAR_In8Mn2_3_st975,4.36
POSCAR_In8Mn2_3_x025,4.46
POSCAR_In8Mn2_3_x050,4.479
POSCAR_In8Mn2_3_x950,4.393
POSCAR_In8Mn2_3_x975,4.418
POSCAR_In8Mn2_3_y025,4.46
POSCAR_In8Mn2_3_y050,4.478
POSCAR_In8Mn2_3_y950,4.393
POSCAR_In8Mn2_3_y975,4.418
POSCAR_In8Mn2_3_z025,4.469
POSCAR_In8Mn2_3_z050,4.491
POSCAR_In8Mn2_3_z950,4.376
POSCAR_In8Mn2_3_z975,4.414
POSCAR_Mn2N2_2,3.971
POSCAR_Mn2N2_2_st025,4.075
POSCAR_Mn2N2_2_st050,4.166
POSCAR_Mn2N2_2_st950,3.723
POSCAR_Mn2N2_2_st975,3.856
POSCAR_Mn2N2_2_x025,4.007
POSCAR_Mn2N2_2_x050,4.04
POSCAR_Mn2N2_2_x950,3.89
POSCAR_Mn2N2_2_x975,3.933
POSCAR_Mn2N2_2_y025,4.007
POSCAR_Mn2N2_2_y050,4.04
POSCAR_Mn2N2_2_y950,3.89
POSCAR_Mn2N2_2_y975,3.932
POSCAR_Mn2N2_2_z025,4.005
POSCAR_Mn2N2_2_z050,4.035
POSCAR_Mn2N2_2_z950,3.895
POSCAR_Mn2N2_2_z975,3.936
POSCAR_Mn2N2_3,3.78
POSCAR_Mn2N2_3_st025,3.882
POSCAR_Mn2N2_3_st050,3.986
POSCAR_Mn2N2_3_st950,3.572
POSCAR_Mn2N2_3_st975,3.678
POSCAR_Mn2N2_3_x025,3.801
POSCAR_Mn2N2_3_x975,3.756
POSCAR_Mn2N2_3_y025,3.828
POSCAR_Mn2N2_3_y975,3.734
POSCAR_Mn2N2_3_z025,3.813
POSCAR_Mn2N2_3_z050,3.847
POSCAR_Mn2N2_3_z950,3.713
POSCAR_Mn2N2_3_z975,3.747
POSCAR_Mn2N2_7,3.915
POSCAR_Mn2N2_7_st025,4.03
POSCAR_Mn2N2_7_st050,4.132
POSCAR_Mn2N2_7_st950,3.633
POSCAR_Mn2N2_7_st975,3.784
POSCAR_Mn2N2_7_x025,3.953
POSCAR_Mn2N2_7_x050,3.988
POSCAR_Mn2N2_7_x950,3.828
POSCAR_Mn2N2_7_x975,3.874
POSCAR_Mn2N2_7_y025,3.952
POSCAR_Mn2N2_7_y050,3.987
POSCAR_Mn2N2_7_y950,3.831
POSCAR_Mn2N2_7_y975,3.875
POSCAR_Mn2N2_7_z025,3.957
POSCAR_Mn2N2_7_z050,3.993
POSCAR_Mn2N2_7_z950,3.812
POSCAR_Mn2N2_7_z975,3.868
POSCAR_Mn2O2_5,4.568
POSCAR_Mn2O2_5_st025,4.594
POSCAR_Mn2O2_5_st050,4.617
POSCAR_Mn2O2_5_st950,4.495
POSCAR_Mn2O2_5_st975,4.535
POSCAR_Mn2O2_5_x025,4.575
POSCAR_Mn2O2_5_x050,4.582
POSCAR_Mn2O2_5_x950,4.547
POSCAR_Mn2O2_5_x975,4.558
POSCAR_Mn2O2_5_y025,4.575
POSCAR_Mn2O2_5_y050,4.582
POSCAR_Mn2O2_5_y950,4.547
POSCAR_Mn2O2_5_y975,4.558
POSCAR_Mn2O2_5_z025,4.579
POSCAR_Mn2O2_5_z050,4.588
POSCAR_Mn2O2_5_z950,4.538
POSCAR_Mn2O2_5_z975,4.554
POSCAR_Mn2O2_6,4.543
POSCAR_Mn2O2_6_st025,4.572
POSCAR_Mn2O2_6_st050,4.596
POSCAR_Mn2O2_6_st950,4.464
POSCAR_Mn2O2_6_st975,4.508
POSCAR_Mn2O2_6_x025,4.55
POSCAR_Mn2O2_6_x050,4.555
POSCAR_Mn2O2_6_x950,4.524
POSCAR_Mn2O2_6_x975,4.535
POSCAR_Mn2O2_6_y025,4.553
POSCAR_Mn2O2_6_y050,4.562
