mag_atom_name,structure,fermi_level,gamma_avg_meV,band_number,max_split_eV,kx,ky,kz,ion1_tot,ion2_tot,overall_tot
Ag,POSCAR_Cu2F6_2_z050,-2.0636,0.167,24,0.266588,-0.333333,0.111111,0.375,1.093,-1.094,0
Ag,POSCAR_Cu2F6_2_z950,-1.1428,0.268,24,0.315558,-0.222222,-0.444444,0.375,1.121,-1.121,0
Ag,POSCAR_Cu2F6_2_z975,-1.4743,0.241,24,0.301667,-0.222222,-0.444444,0.375,1.117,-1.117,0
Ag,POSCAR_Cu2O2_1_x025,4.1618,40.183,17,1.432194,0.357143,0,0.5,0.649,-0.649,0.001
Ag,POSCAR_Cu2O2_1_x050,4.0677,62.119,17,1.479152,0.428571,0,0.5,0.647,-0.65,0.002
Ag,POSCAR_Cu2O2_1_x950,5.2731,76.284,17,1.610464,0,0.428571,0.5,0.636,-0.641,-0.003
Ag,POSCAR_Cu2O2_1_x975,4.7806,44.886,17,1.500257,0,0.357143,0.5,0.643,-0.645,-0.001
Ag,POSCAR_Cu2O2_1_y025,4.194,39.26,17,1.433573,0,0.357143,0.5,0.649,-0.649,-0.001
Ag,POSCAR_Cu2O2_1_y050,4.0919,61.804,17,1.480667,0,0.428571,0.5,0.65,-0.648,-0.002
Ag,POSCAR_Cu2O2_1_y950,5.2643,75.281,17,1.609658,0.428571,0,0.5,0.641,-0.636,0.003
Ag,POSCAR_Cu2O2_1_y975,4.7527,46.633,17,1.499043,0.357143,0,0.5,0.645,-0.644,0.001
Ag,POSCAR_Cu2O2_1_z025,4.1903,3.234,17,1.346967,0,0.428571,0.5,0.651,-0.651,0
Ag,POSCAR_Cu2O2_1_z050,3.8186,2.44,17,1.235626,0,0.5,0.5,0.653,-0.653,0
Ag,POSCAR_Cu2O2_1_z950,5.1078,4.152,17,1.487449,-0.285714,0,0.375,0.634,-0.634,0
Ag,POSCAR_Cu2O2_1_z975,4.7954,4.379,17,1.514487,0,0.357143,0.5,0.642,-0.642,0
Ag,POSCAR_Cu2O2_4_x025,3.5224,15.206,16,0.435445,0,0.5,0.181818,0.752,-0.753,-0.001
Ag,POSCAR_Cu2O2_4_x050,3.2679,28.173,16,0.475326,0,0.5,0.181818,0.752,-0.754,-0.001
Ag,POSCAR_Cu2O2_4_x950,4.3513,27.663,17,0.329336,-0.363636,0.416667,0.272727,0.748,-0.746,0.002
Ag,POSCAR_Cu2O2_4_x975,4.1613,13.952,14,0.338072,0.181818,-0.166667,0.454545,0.75,-0.749,0.001
Ag,POSCAR_Cu2O2_4_y025,3.5215,13.341,15,0.412284,-0.272727,0.25,0,0.751,-0.75,0.001
Ag,POSCAR_Cu2O2_4_y050,3.3707,23.309,15,0.405674,-0.272727,0.25,0,0.75,-0.749,0.001
Ag,POSCAR_Cu2O2_4_y950,4.3977,31.269,17,0.395512,0,0.5,0.272727,0.75,-0.753,-0.002
Ag,POSCAR_Cu2O2_4_y975,4.0294,16.123,16,0.38675,0,0.5,0.181818,0.751,-0.753,-0.001
Ag,POSCAR_Cu2O2_4_z025,3.5707,0.856,14,0.358409,0.181818,-0.166667,0.454545,0.754,-0.754,0
Ag,POSCAR_Cu2O2_4_z050,3.2373,0.941,14,0.373594,0.181818,-0.166667,0.454545,0.756,-0.755,0
Ag,POSCAR_Cu2O2_4_z950,4.5555,1.173,17,0.493897,0,0.5,0.272727,0.742,-0.742,0
Ag,POSCAR_Cu2O2_4_z975,4.108,1.024,16,0.428455,0,0.5,0.181818,0.748,-0.748,0
Ag,POSCAR_Cu2O2_6_x025,3.1247,0.415,16,0.17821,-0.230769,-0.307692,0.25,0.458,-0.458,0
Ag,POSCAR_Cu2O2_6_x050,2.8922,1.064,14,0.222453,-0.153846,-0.307692,0.375,0.47,-0.469,0.001
Ag,POSCAR_Cu2O2_6_x950,4.1368,1.134,16,0.237783,-0.307692,-0.230769,0.25,0.576,-0.576,0
Ag,POSCAR_Cu2O2_6_x975,3.7054,0.807,16,0.225412,-0.307692,-0.230769,0.25,0.488,-0.488,-0.001
Ag,POSCAR_Cu2O2_6_y025,3.1252,0.798,16,0.184851,-0.307692,-0.230769,0.25,0.456,-0.456,-0.001
Ag,POSCAR_Cu2O2_6_y050,2.89,0.72,14,0.21776,-0.307692,-0.153846,0.375,0.466,-0.467,-0.001
Ag,POSCAR_Cu2O2_6_y950,4.1544,28.731,17,0.310592,0.384615,0.153846,0.25,0.582,-0.591,0.009
Ag,POSCAR_Cu2O2_6_y975,3.7067,0.448,16,0.215067,-0.230769,-0.307692,0.25,0.491,-0.491,0.001
Ag,POSCAR_Cu2O2_6_z025,3.1341,0.37,14,0.185877,-0.384615,0,0.375,0.477,-0.477,0
Ag,POSCAR_Cu2O2_6_z050,2.9146,0.207,14,0.165575,0.384615,-0.307692,0.375,0.49,-0.49,0
Ag,POSCAR_Cu2O2_6_z950,3.8559,1.706,14,0.256469,0,-0.307692,0.25,0.358,-0.358,0
Ag,POSCAR_Cu2O2_6_z975,3.6102,0.447,14,0.177062,0.384615,-0.384615,0.375,0.419,-0.419,-0.001
Ag,POSCAR_Cu2O4_1_x025,4.2265,0.08,23,0.482128,0.384615,-0.090909,0.333333,0.676,-0.676,0
Ag,POSCAR_Cu2O4_1_x050,3.9096,0.081,23,0.478825,0.384615,-0.090909,0.333333,0.672,-0.672,0
Ag,POSCAR_Cu2O4_1_x950,5.1937,0.092,23,0.450947,0.307692,-0.090909,0.333333,0.681,-0.681,0
Ag,POSCAR_Cu2O4_1_x975,4.8063,0.088,23,0.454108,0.384615,-0.090909,0.333333,0.681,-0.681,0
Ag,POSCAR_Cu2O4_1_y025,4.1809,0.091,23,0.498212,0.384615,-0.090909,0.333333,0.682,-0.682,0
Ag,POSCAR_Cu2O4_1_y050,3.8388,0.076,23,0.494777,0.384615,-0.090909,0.333333,0.683,-0.683,0
Ag,POSCAR_Cu2O4_1_y950,5.1767,0.097,23,0.366422,0.384615,-0.090909,0.333333,0.67,-0.67,0
Ag,POSCAR_Cu2O4_1_y975,4.857,0.085,23,0.425592,0.384615,-0.090909,0.333333,0.675,-0.675,0
Ag,POSCAR_Cu2O4_1_z025,4.2618,0.08,23,0.379969,0.384615,-0.090909,0.333333,0.683,-0.683,0
Ag,POSCAR_Cu2O4_1_z050,3.9689,0.079,21,0.328353,0.461539,-0.363636,0.333333,0.686,-0.686,0
Ag,POSCAR_Cu2O4_1_z950,5.1336,0.079,23,0.646015,0.384615,-0.090909,0.333333,0.667,-0.667,0
Ag,POSCAR_Cu2O4_1_z975,4.7887,0.078,23,0.565893,0.384615,-0.090909,0.333333,0.674,-0.674,0
Ag,POSCAR_F4Sc2_1_x050,4.9892,1.796,26,0.132357,-0.142857,-0.25,0.25,0.327,-0.325,0.002
Ag,POSCAR_F4Sc2_1_x975,5.2453,6.354,26,0.150989,-0.071429,-0.25,0.25,0.349,-0.34,0.009
Ag,POSCAR_F4Sc2_1_y025,5.0302,5.344,26,0.144852,-0.142857,0.25,0.25,0.217,-0.223,-0.006
Ag,POSCAR_F4Sc2_1_y050,4.7467,6.012,26,0.145164,0.142857,0.25,0.25,0.223,-0.229,-0.006
Ag,POSCAR_F4Sc2_1_y950,5.8999,0.315,26,0.133882,0.142857,-0.25,0.25,0.192,-0.192,0
Ag,POSCAR_F4Sc2_1_z025,5.029,5.635,26,0.145748,-0.142857,0.25,0.25,0.217,-0.223,-0.006
Ag,POSCAR_F4Sc2_1_z050,4.744,7.207,26,0.149111,0.142857,0.25,0.25,0.223,-0.23,-0.007
Ag,POSCAR_F4Sc2_1_z950,5.9045,0.991,26,0.136885,0.142857,-0.25,0.25,0.191,-0.189,0.002
Ag,POSCAR_F4Sc2_1_z975,5.6156,2.773,26,0.138307,-0.142857,0.25,0.25,0.182,-0.189,-0.007
Ag,POSCAR_F6Ru2_1_x025,-0.2418,9.165,34,0.161666,-0.125,0.25,0,4.125,-4.125,0
Ag,POSCAR_F6Ru2_1_x050,-0.3956,20.73,34,0.28894,-0.125,0.25,0,4.135,-4.134,0
Ag,POSCAR_F6Ru2_1_x950,0.8908,24.028,34,0.314652,0.25,0.25,0,4.081,-4.079,0.001
Ag,POSCAR_F6Ru2_1_x975,0.4086,10.892,34,0.175647,-0.25,0.25,0.142857,4.098,-4.097,0
Ag,POSCAR_F6Ru2_1_y025,-0.2235,9.21,34,0.162713,-0.25,0.125,0,4.125,-4.125,0
Ag,POSCAR_F6Ru2_1_y050,-0.4786,20.851,34,0.289872,-0.25,0.125,0,4.134,-4.135,0
Ag,POSCAR_F6Ru2_1_y950,0.8916,24.032,34,0.313369,0.25,0.25,0,4.079,-4.081,-0.001
Ag,POSCAR_F6Ru2_1_y975,0.408,10.864,34,0.17445,0.25,-0.25,0.142857,4.097,-4.098,0
Ag,POSCAR_F6Ru2_1_z025,-0.3238,0.235,33,0.15039,0.125,-0.25,0.142857,4.125,-4.125,0
Ag,POSCAR_F6Ru2_1_z050,-0.6353,0.225,31,0.205619,0.125,-0.375,0.285714,4.136,-4.136,0
Ag,POSCAR_F6Ru2_1_z950,0.8809,0.23,34,0.143853,-0.25,0,0.285714,4.081,-4.081,0
Ag,POSCAR_F6Ru2_1_z975,0.4217,0.205,33,0.115443,0.5,0.25,0,4.098,-4.098,0
Ag,POSCAR_F6Ru2_2_x025,0.046,1.07,35,0.275953,-0.25,0.25,0.375,4.129,-4.129,0
Ag,POSCAR_F6Ru2_2_x050,-0.3324,1.181,34,0.261758,-0.25,0.375,0.375,4.14,-4.14,0
Ag,POSCAR_F6Ru2_2_x950,1.1841,0.866,35,0.339299,-0.25,0.25,0.375,4.085,-4.085,0
Ag,POSCAR_F6Ru2_2_x975,0.7171,0.878,35,0.318618,-0.25,0.25,0.375,4.101,-4.101,0
Ag,POSCAR_F6Ru2_2_y025,0.0159,1.21,35,0.301374,-0.25,0.25,0.375,4.127,-4.127,0
Ag,POSCAR_F6Ru2_2_y050,-0.1952,1.099,35,0.303497,-0.25,0.25,0.375,4.136,-4.136,0
Ag,POSCAR_F6Ru2_2_y950,1.1722,1.242,35,0.341003,-0.25,0.375,0.25,4.086,-4.086,0
Ag,POSCAR_F6Ru2_2_y975,0.8278,1.005,35,0.318739,-0.25,0.375,0.25,4.102,-4.102,0
Ag,POSCAR_F6Ru2_2_z025,0.0151,0.961,35,0.299739,-0.25,0.375,0.25,4.127,-4.127,0
Ag,POSCAR_F6Ru2_2_z050,-0.2178,1.079,35,0.301442,-0.25,0.375,0.25,4.136,-4.136,0
Ag,POSCAR_F6Ru2_2_z950,1.2131,1.544,35,0.34322,-0.25,0.25,0.375,4.086,-4.086,0
Ag,POSCAR_F6Ru2_2_z975,0.7359,1.389,35,0.320465,-0.25,0.25,0.375,4.102,-4.102,0
Ag,POSCAR_F6Ti2_3_x025,1.9011,0.644,33,0.051925,-0.222222,-0.444444,0.25,0.906,-0.906,0
Ag,POSCAR_F6Ti2_3_x050,1.5146,0.634,33,0.0504,-0.222222,-0.444444,0.25,0.909,-0.909,0
Ag,POSCAR_F6Ti2_3_x950,2.9338,0.476,33,0.056445,0.222222,-0.444444,0.25,0.897,-0.897,0
Ag,POSCAR_F6Ti2_3_x975,2.6248,0.438,33,0.054842,0.222222,-0.444444,0.25,0.9,-0.9,0
Ag,POSCAR_F6Ti2_3_y025,1.9297,0.567,33,0.05038,0.222222,-0.444444,0.25,0.905,-0.905,0
Ag,POSCAR_F6Ti2_3_y050,1.615,0.856,33,0.047166,0.222222,-0.444444,0.25,0.908,-0.908,0
Ag,POSCAR_F6Ti2_3_y950,2.7285,0.711,33,0.061271,-0.222222,-0.444444,0.25,0.899,-0.899,0
Ag,POSCAR_F6Ti2_3_y975,2.4093,0.583,33,0.057201,-0.222222,-0.444444,0.25,0.901,-0.901,0
Ag,POSCAR_F6Ti2_3_z025,1.9148,0.485,33,0.048424,-0.222222,-0.444444,0.25,0.907,-0.907,0
Ag,POSCAR_F6Ti2_3_z050,1.5632,0.594,33,0.0438,-0.222222,-0.444444,0.25,0.91,-0.91,0
Ag,POSCAR_F6Ti2_3_z950,2.8459,0.721,33,0.062433,0.222222,-0.444444,0.25,0.895,-0.895,0
Ag,POSCAR_F6Ti2_3_z975,2.4775,0.651,33,0.058755,0.222222,-0.444444,0.25,0.899,-0.899,0
Ag,POSCAR_F6Ti2_4_x025,1.3211,21.87,33,0.058789,0.5,0,0.5,0.911,-0.912,-0.001
Ag,POSCAR_F6Ti2_4_x050,1.1565,32.955,33,0.072477,0.5,0,0.5,0.913,-0.915,-0.002
Ag,POSCAR_F6Ti2_4_x950,2.2929,43.88,33,0.082547,0,0.5,0,0.903,-0.902,0.002
Ag,POSCAR_F6Ti2_4_x975,1.9736,25.62,33,0.067032,0,0.5,0,0.906,-0.906,0.001
Ag,POSCAR_F6Ti2_4_y025,1.3119,22.324,33,0.055196,0,0.5,0.5,0.912,-0.911,0.001
Ag,POSCAR_F6Ti2_4_y050,1.1395,33.23,33,0.070415,0,0.5,0.5,0.915,-0.913,0.002
Ag,POSCAR_F6Ti2_4_y950,2.2923,43.018,33,0.088531,0.5,0,0,0.902,-0.903,-0.002
Ag,POSCAR_F6Ti2_4_y975,1.9777,24.931,33,0.072276,0.5,0,0,0.906,-0.906,-0.001
Ag,POSCAR_F6Ti2_4_z025,1.2187,1.762,33,0.060827,0.5,0,0,0.911,-0.911,0
Ag,POSCAR_F6Ti2_4_z050,1.0115,1.717,33,0.064973,0.5,0,0,0.913,-0.913,0
Ag,POSCAR_F6Ti2_4_z950,2.2105,1.641,33,0.045705,0.5,0,0.5,0.904,-0.904,0
Ag,POSCAR_F6Ti2_4_z975,2.0558,1.542,33,0.04504,0.5,0,0.5,0.907,-0.907,0
Ag,POSCAR_F6Ti2_6_x025,0.8733,17.142,33,0.020625,0.25,0.375,0,0.906,-0.906,-0.001
Ag,POSCAR_F6Ti2_6_x050,0.5375,28.805,33,0.027926,0.5,0.5,0,0.908,-0.908,-0.001
Ag,POSCAR_F6Ti2_6_x950,1.6261,25.455,33,0.055056,0.5,0.5,0,0.899,-0.899,0.001
Ag,POSCAR_F6Ti2_6_x975,1.3345,18.808,33,0.022046,0.5,0.125,0,0.901,-0.901,0
Ag,POSCAR_F6Ti2_6_y025,0.8852,14.3,33,0.030223,0.375,0.5,0.428571,0.905,-0.906,-0.001
Ag,POSCAR_F6Ti2_6_y050,0.5165,25.974,33,0.056834,0.375,0.5,0.428571,0.905,-0.908,-0.001
Ag,POSCAR_F6Ti2_6_y950,1.6746,17.186,33,0.03415,0.5,0.5,0,0.9,-0.9,0.001
Ag,POSCAR_F6Ti2_6_y975,1.385,11.155,33,0.017317,0.5,0.5,0,0.902,-0.902,0
Ag,POSCAR_F6Ti2_6_z025,0.7625,8.411,33,0.018539,0.375,-0.125,0.428571,0.908,-0.908,0.001
Ag,POSCAR_F6Ti2_6_z050,0.4926,12.716,33,0.029135,0.5,0.375,0.428571,0.911,-0.911,0.001
Ag,POSCAR_F6Ti2_6_z950,1.8248,21.357,33,0.068582,0.5,0.5,0.428571,0.887,-0.886,-0.001
Ag,POSCAR_F6Ti2_6_z975,1.5108,11.042,33,0.045138,0.5,0.5,0.428571,0.897,-0.897,-0.001
Ag,POSCAR_F6Zr2_2_x025,3.3168,24.066,33,0.153566,0,0.428571,0,0.761,-0.752,0.009
Ag,POSCAR_F6Zr2_2_x975,3.8346,23.7,33,0.167803,-0.142857,0.285714,0.285714,0.738,-0.747,-0.01
Ag,POSCAR_F6Zr2_2_y025,3.3191,23.075,33,0.152778,0.428571,0,0,0.752,-0.761,-0.009
Ag,POSCAR_F6Zr2_2_y975,3.8321,24.675,33,0.168763,0.285714,-0.142857,0.285714,0.748,-0.738,0.009
Ag,POSCAR_F6Zr2_2_z025,3.1658,1.061,33,0.048113,0.428571,0,0.428571,0.753,-0.753,0
Ag,POSCAR_F6Zr2_2_z050,2.8779,1.192,33,0.050048,0.428571,0,0.428571,0.756,-0.756,0
Ag,POSCAR_F6Zr2_2_z950,4.1827,0.941,33,0.067087,0.142857,-0.428571,0.142857,0.743,-0.743,0
Ag,POSCAR_F6Zr2_2_z975,3.8379,0.991,33,0.061152,0,0.428571,0,0.747,-0.747,0
Ag,POSCAR_F6Zr2_4_x025,6.4635,1.395,33,0.030445,-0.272727,-0.4,0.166667,0.805,-0.805,0
Ag,POSCAR_F6Zr2_4_x050,6.1819,1.387,33,0.029004,-0.272727,-0.4,0.166667,0.806,-0.806,0
Ag,POSCAR_F6Zr2_4_x950,7.7761,1.523,33,0.0327,-0.272727,0.5,0.166667,0.798,-0.798,0
Ag,POSCAR_F6Zr2_4_x975,7.3174,1.478,33,0.032291,-0.272727,0.5,0.166667,0.801,-0.801,0
Ag,POSCAR_F6Zr2_4_y025,6.5337,1.358,33,0.029376,-0.272727,0.5,0.166667,0.803,-0.803,0
Ag,POSCAR_F6Zr2_4_y050,6.2704,1.235,33,0.027122,-0.272727,0.5,0.166667,0.804,-0.804,0
Ag,POSCAR_F6Zr2_4_y950,7.6826,1.478,33,0.035112,-0.272727,-0.4,0.166667,0.802,-0.803,0
Ag,POSCAR_F6Zr2_4_y975,7.1656,1.53,33,0.033425,-0.272727,-0.4,0.166667,0.803,-0.803,0
Ag,POSCAR_F6Zr2_4_z025,6.4444,1.583,33,0.028325,-0.272727,-0.4,0.166667,0.805,-0.805,0
Ag,POSCAR_F6Zr2_4_z050,6.1314,1.66,33,0.025284,-0.272727,-0.4,0.166667,0.807,-0.807,0
Ag,POSCAR_F6Zr2_4_z950,7.5878,1.334,33,0.037187,-0.272727,0.5,0.166667,0.798,-0.798,0
Ag,POSCAR_F6Zr2_4_z975,7.1601,1.351,33,0.034464,-0.272727,0.5,0.166667,0.801,-0.801,0
Ag,POSCAR_Ga2Ru2_4_x025,8.3047,0.127,24,0.284841,-0.076923,-0.307692,0.166667,1.132,-1.133,0
Ag,POSCAR_Ga2Ru2_4_x050,8.0812,0.156,24,0.255782,-0.307692,0.461539,0.166667,1.255,-1.255,0
Ag,POSCAR_Ga2Ru2_4_x950,9.2699,0.352,24,0.340839,0.384615,-0.076923,0.166667,0.864,-0.863,0.001
Ag,POSCAR_Ga2Ru2_4_x975,8.8374,0.199,24,0.271386,0.384615,0,0.166667,0.736,-0.736,0
Ag,POSCAR_Ga2Ru2_4_y025,8.3046,0.095,24,0.285189,0.307692,0.076923,0.166667,1.133,-1.132,0
Ag,POSCAR_Ga2Ru2_4_y050,8.0813,0.096,24,0.25587,0.461539,-0.307692,0.166667,1.255,-1.255,0
Ag,POSCAR_Ga2Ru2_4_y950,9.2699,0.46,24,0.340509,0.076923,-0.384615,0.166667,0.864,-0.862,0.001
Ag,POSCAR_Ga2Ru2_4_y975,8.8374,0.35,24,0.271766,0,0.384615,0.166667,0.736,-0.737,-0.001
Ag,POSCAR_Ga2Ru2_4_z025,8.2619,0.77,24,0.315792,0.307692,0,0.166667,1.148,-1.147,0.001
Ag,POSCAR_Ga2Ru2_4_z975,8.937,0.149,25,0.184252,0.307692,-0.461539,0.166667,0.945,-0.945,0
Ag,POSCAR_Ga4Ti2_1_x050,4.9039,1.275,38,0.007385,0.375,0.375,0.5,-0.003,-0.003,-0.006
Ag,POSCAR_Ga4Ti2_1_y050,4.9038,1.008,38,0.005902,0.375,0.375,0.5,-0.002,-0.002,-0.005
Ag,POSCAR_Ga4Ti2_1_z025,5.0741,0.277,38,0.00215,0.375,0.375,0.5,-0.001,-0.001,-0.001
Ag,POSCAR_Ge2Ru2_2_x025,9.7154,0.089,28,0.243828,0.357143,-0.071429,0.333333,1.101,-1.101,0
Ag,POSCAR_Ge2Ru2_2_x050,9.3899,0.08,28,0.305911,0.357143,-0.071429,0.333333,1.262,-1.262,0
Ag,POSCAR_Ge2Ru2_2_x950,10.8054,0.949,25,0.208214,-0.071429,-0.071429,0.166667,0.782,-0.779,0.002
Ag,POSCAR_Ge2Ru2_2_x975,10.4225,0.276,28,0.179111,0,0.357143,0.333333,0.935,-0.936,-0.001
Ag,POSCAR_Ge2Ru2_2_y025,9.7154,0.079,28,0.244115,-0.071429,0.357143,0.333333,1.101,-1.101,0
Ag,POSCAR_Ge2Ru2_2_y050,9.39,0.087,28,0.3061,-0.071429,0.357143,0.333333,1.261,-1.261,0
Ag,POSCAR_Ge2Ru2_2_y950,10.8052,0.323,25,0.201745,0.071429,0.071429,0.166667,0.838,-0.838,0.001
Ag,POSCAR_Ge2Ru2_2_y975,10.4219,0.693,28,0.179407,0.357143,0,0.333333,0.93,-0.929,0.001
Ag,POSCAR_Ge2Ru2_2_z025,9.7028,0.077,28,0.21286,0,0.357143,0.333333,1.086,-1.086,0
Ag,POSCAR_Ge2Ru2_2_z050,9.3467,0.122,28,0.238089,0,0.357143,0.333333,1.247,-1.248,0
Ag,POSCAR_Ge2Ru2_2_z950,10.8101,0.064,28,0.169089,0,0.357143,0.333333,0.775,-0.775,0
Ag,POSCAR_Ge2Ru2_2_z975,10.3925,0.091,28,0.173135,0,0.357143,0.333333,0.838,-0.838,0
Ag,POSCAR_I4Ti2_1_x025,3.5131,1.187,23,0.095834,0.5,0.333333,0.333333,1.672,-1.672,0
Ag,POSCAR_I4Ti2_1_x050,3.2119,1.113,23,0.101853,0.5,0.333333,0.333333,1.68,-1.68,0
Ag,POSCAR_I4Ti2_1_x950,4.4826,1.197,25,0.069829,-0.2,0.166667,0.166667,1.643,-1.643,0
Ag,POSCAR_I4Ti2_1_x975,4.0655,1.185,25,0.059235,0.5,-0.333333,0.333333,1.654,-1.654,0
Ag,POSCAR_I4Ti2_1_y025,3.4806,1.349,23,0.054266,0.5,0.333333,0.333333,1.671,-1.671,0
Ag,POSCAR_I4Ti2_1_y050,3.2161,1.008,25,0.044192,0.5,-0.333333,0.333333,1.678,-1.679,0
Ag,POSCAR_I4Ti2_1_y950,4.4903,0.981,26,0.056076,0,-0.166667,0.166667,1.646,-1.646,0
Ag,POSCAR_I4Ti2_1_y975,4.1974,1.437,25,0.055313,0.5,-0.333333,0.333333,1.655,-1.655,0
Ag,POSCAR_I4Ti2_1_z025,3.4789,1.182,23,0.053516,0.5,0.333333,0.333333,1.671,-1.671,0
Ag,POSCAR_I4Ti2_1_z050,3.2169,1.217,22,0.046923,0.5,0.333333,0.166667,1.678,-1.679,0
Ag,POSCAR_I4Ti2_1_z950,4.488,0.776,26,0.055599,0,-0.166667,0.166667,1.646,-1.646,0
Ag,POSCAR_I4Ti2_1_z975,4.1988,0.933,25,0.055284,0.5,-0.333333,0.333333,1.655,-1.655,0
Ag,POSCAR_O2Sc2_2_x025,5.3234,1.584,17,0.038216,0,0.416667,0.142857,0.34,-0.34,0
Ag,POSCAR_O2Sc2_2_x050,5.2132,1.573,17,0.042143,0,0.416667,0.142857,0.334,-0.334,0
Ag,POSCAR_O2Sc2_2_x950,5.9824,1.577,17,0.061808,-0.333333,-0.083333,0.285714,0.356,-0.356,0
Ag,POSCAR_O2Sc2_2_x975,5.8199,1.581,17,0.045378,-0.416667,0,0.285714,0.351,-0.351,0
Ag,POSCAR_O2Sc2_2_y025,5.3248,1.583,17,0.03817,-0.416667,0,0.142857,0.34,-0.34,0
Ag,POSCAR_O2Sc2_2_y050,5.213,1.572,17,0.042109,-0.416667,0,0.142857,0.334,-0.334,0
Ag,POSCAR_O2Sc2_2_y950,5.9811,1.578,17,0.061831,0.083333,0.333333,0.285714,0.356,-0.356,0
Ag,POSCAR_O2Sc2_2_y975,5.8184,1.58,17,0.045415,0,0.416667,0.285714,0.351,-0.351,0
Ag,POSCAR_O2Sc2_2_z025,5.2813,1.707,17,0.031106,0.416667,-0.416667,0.285714,0.355,-0.355,0
Ag,POSCAR_O2Sc2_2_z050,5.0716,1.801,17,0.029945,0.416667,-0.416667,0.285714,0.364,-0.364,0
Ag,POSCAR_O2Sc2_2_z950,6.0223,1.455,17,0.038085,0.416667,-0.416667,0.142857,0.322,-0.322,0
Ag,POSCAR_O2Sc2_2_z975,5.7546,1.521,17,0.035475,0.416667,-0.416667,0.142857,0.335,-0.334,0
Ag,POSCAR_O2Ti2_7_x050,10.4021,5.704,18,0.442819,0.333333,-0.133333,0.285714,0.39,-0.393,-0.003
Ag,POSCAR_O2Ti2_7_x950,11.5705,0.925,18,0.127142,-0.133333,0.333333,0.428571,0.045,-0.043,0.002
Ag,POSCAR_O2Ti2_7_x975,11.294,0.261,18,0.002582,-0.266667,0.466667,0.285714,0,-0.001,0
Ag,POSCAR_O2Ti2_7_y050,10.4006,4.373,18,0.446511,0.133333,-0.333333,0.285714,0.394,-0.399,-0.005
Ag,POSCAR_O2Ti2_7_y950,11.5705,0.957,18,0.129463,-0.333333,0.133333,0.428571,0.046,-0.044,0.002
Ag,POSCAR_O2Ti2_7_y975,11.294,0.218,18,0.002042,-0.466667,0.266667,0.285714,0,-0.001,0
Ag,POSCAR_O2Ti2_7_z050,10.1317,1.556,18,0.017214,0.466667,-0.266667,0.142857,0.005,-0.003,0.002
Ag,POSCAR_O2Ti2_7_z950,11.8404,2.288,18,0.468335,0.2,-0.466667,0.285714,0.357,-0.357,0
Ag,POSCAR_O2Ti2_7_z975,11.4387,3.482,18,0.016067,0.133333,-0.333333,0.285714,-0.002,-0.006,-0.008
Ag,POSCAR_O3Zr2_1_y050,10.1585,0.526,21,0.005407,0,0.083333,0.285714,0.001,0.001,0.001
Ag,POSCAR_O3Zr2_1_y975,11.1725,0.533,22,0.002351,0,0,0.285714,-0.001,-0.001,-0.002
Ag,POSCAR_O3Zr2_1_z950,11.4877,1.328,21,0.010998,-0.166667,0.166667,0,-0.001,-0.001,-0.002
Ag,POSCAR_O4Ru2_1_x025,5.607,0.399,26,0.510883,-0.307692,-0.333333,0.333333,1.545,-1.545,0
Ag,POSCAR_O4Ru2_1_x050,5.385,0.414,26,0.527345,-0.307692,-0.333333,0.333333,1.559,-1.559,0
Ag,POSCAR_O4Ru2_1_x950,6.7924,0.509,25,0.562709,-0.230769,-0.222222,0.222222,1.5,-1.5,0
Ag,POSCAR_O4Ru2_1_x975,6.463,0.455,25,0.475318,0.076923,0.222222,0.222222,1.516,-1.516,0
Ag,POSCAR_O4Ru2_1_y025,5.5949,0.291,25,0.457431,-0.076923,0.222222,0.222222,1.554,-1.554,0
Ag,POSCAR_O4Ru2_1_y050,5.2639,0.243,23,0.423666,0,0.333333,0.222222,1.576,-1.576,0
Ag,POSCAR_O4Ru2_1_y950,6.754,0.269,26,0.4348,-0.307692,-0.333333,0.333333,1.485,-1.485,0
Ag,POSCAR_O4Ru2_1_y975,6.4312,0.301,25,0.41386,-0.076923,0.222222,0.222222,1.508,-1.508,0
Ag,POSCAR_O4Ru2_1_z025,5.5949,0.294,25,0.457426,-0.076923,-0.222222,0.222222,1.554,-1.554,0
Ag,POSCAR_O4Ru2_1_z050,5.2638,0.25,23,0.423708,0,0.222222,0.333333,1.576,-1.576,0
Ag,POSCAR_O4Ru2_1_z950,6.7539,0.266,26,0.43482,-0.307692,-0.333333,0.333333,1.485,-1.485,0
Ag,POSCAR_O4Ru2_1_z975,6.4311,0.301,25,0.414017,-0.076923,0.222222,0.222222,1.508,-1.508,0
Ag,POSCAR_O4Ru2_2_x025,4.4855,4.069,26,0.194143,-0.181818,0,0.25,1.584,-1.585,0
Ag,POSCAR_O4Ru2_2_x050,4.2571,8.429,26,0.233842,0.181818,0,0.125,1.602,-1.605,-0.001
Ag,POSCAR_O4Ru2_2_x950,5.4323,6.286,26,0.12712,-0.090909,0,0.25,1.505,-1.504,-0.001
Ag,POSCAR_O4Ru2_2_x975,5.0948,7.18,26,0.16295,-0.090909,0,0.25,1.549,-1.547,0.001
Ag,POSCAR_O4Ru2_2_y025,4.4173,1.81,26,0.150857,-0.090909,0,0.25,1.581,-1.581,0
